Weight,Equiv. Sphere Diameter (nm),Collision Diameter (nm),Mobility Diameter (nm),Surface Area (cm2),Volume (cm3),Mass (g),Age (s),Stat. Weight (cm-3),Num coags,silica,Number of Si atoms,Number of O atoms,Number of OH atoms,Number of primaries,Avg. primary diameter,Avg. Sintering Level
6534.91,50.6534,130.467,130.467,3.332e-10,6.80496e-17,1.49709e-16,0.727332,1.97628e-06,480,1.35985e+06,9647.81,18681.1,1377.26,152,8.07604,0.0671113
18598.5,35.6205,76.2139,76.2139,1.24753e-10,2.36645e-17,5.20619e-17,0.727332,5.62455e-06,1138,472600,11574.1,22460,1664.45,44,9.43368,0.0505915
15288.7,37.9029,86.0775,86.0775,1.54462e-10,2.85113e-17,6.27248e-17,0.727332,4.62359e-06,236,574309,7472.54,14180.4,1085.59,83,6.46518,0.0816692
11630.2,41.9409,96.5425,96.5425,1.92995e-10,3.86288e-17,8.49833e-17,0.727332,3.51721e-06,991,764522,10450.8,20378.7,1670.63,79,8.93236,0.0694737
31660.6,29.8776,59.8869,59.8869,7.95829e-11,1.39648e-17,3.07226e-17,0.727332,9.57478e-06,657,277764,9946.13,19518.5,1483.77,30,8.71681,0.0450586
8286.3,46.7879,119.068,119.068,2.79196e-10,5.36291e-17,1.17984e-16,0.727332,2.50594e-06,1272,1.06079e+06,11701.9,22993.4,1684.53,98,9.529,0.0375753
18183.9,36.2333,83.3921,83.3921,1.4401e-10,2.49071e-17,5.47955e-17,0.727332,5.49916e-06,569,491651,10844.4,21190.3,1763.53,49,9.13152,0.0180599
18100.3,36.0394,81.9379,81.9379,1.39883e-10,2.45094e-17,5.39207e-17,0.727332,5.47387e-06,344,483385,10235.8,20561.5,1199.2,51,7.33101,0.0301855
14297.8,38.9141,89.9126,89.9126,1.67084e-10,3.08547e-17,6.78804e-17,0.727332,4.32393e-06,1232,619788,8992.19,17192.4,1465.39,74,7.65777,0.061089
16930.8,37.0133,83.757,83.757,1.46508e-10,2.65505e-17,5.8411e-17,0.727332,5.1202e-06,1228,523952,9155.37,18074.1,1245.1,62,7.33034,0.0550058
12652.4,40.5989,92.7795,92.7795,1.7889e-10,3.50383e-17,7.70842e-17,0.727332,3.82633e-06,815,702182,10390.1,19713.4,1695.93,73,8.85581,0.0659777
8476.87,46.6008,115.775,115.775,2.67158e-10,5.29884e-17,1.16574e-16,0.728232,2.56357e-06,316,1.05882e+06,10086.6,19188.2,1829.99,113,8.5119,0.0611821
7908.53,47.4136,126.871,126.871,3.09132e-10,5.58094e-17,1.22781e-16,0.727332,2.39169e-06,2052,1.12028e+06,11191.6,21161.2,1875.98,108,8.99197,0.0233834
4610.14,56.8234,157.704,157.704,4.69007e-10,9.60684e-17,2.11351e-16,0.727332,1.39419e-06,721,1.91636e+06,10373.4,20110.8,1566.01,199,8.57186,0.0543012
20645.1,34.0306,65.8684,65.8684,9.79716e-11,2.06352e-17,4.53975e-17,0.727332,6.24348e-06,2085,420917,5129.38,9911.39,476.466,88,3.79764,0.189031
3893.46,60.3305,169.439,169.439,5.38196e-10,1.14977e-16,2.52949e-16,0.727332,1.17746e-06,1479,2.28428e+06,10548.9,20367.5,1704.58,234,8.72641,0.0599056
8993.2,45.4338,118.036,118.036,2.71558e-10,4.91063e-17,1.08034e-16,0.727332,2.71972e-06,403,981540,10269.4,20015.1,1360.56,103,8.3453,0.032383
3471.48,62.2809,189.522,189.522,6.46868e-10,1.26492e-16,2.78283e-16,0.727332,1.04984e-06,494,2.54421e+06,10745.8,20461.1,1657.25,255,8.75854,0.0364335
6587.36,50.4579,139.639,139.639,3.68236e-10,6.72645e-17,1.47982e-16,0.727332,1.99215e-06,1665,1.33581e+06,9966.13,19308.8,1523.33,145,8.39466,0.0331801
13377.9,39.9187,94.1579,94.1579,1.81352e-10,3.33065e-17,7.32743e-17,0.727332,4.04573e-06,461,666765,10092.2,19511.9,1530.18,71,8.41871,0.0455458
13169.6,40.2359,103.011,103.011,2.08346e-10,3.41067e-17,7.50347e-17,0.727332,3.98273e-06,51,680991,10354.4,19796.9,1707.35,71,8.60384,0.00344787
46912.4,26.8005,49.5022,49.5022,5.66445e-11,1.00793e-17,2.21744e-17,0.727332,1.41872e-05,637,189799,9355.32,19426.2,1974,22,8.84256,0.0644975
4448.58,57.3731,173.714,173.714,5.44824e-10,9.88833e-17,2.17543e-16,0.727332,1.34534e-06,672,1.9945e+06,10682.2,20193.7,1695.05,201,8.75173,0.0230222
9410.97,44.853,96.1426,96.1426,1.98344e-10,4.7247e-17,1.03943e-16,0.727332,2.84606e-06,1260,942547,9749.86,18716.7,1689.98,104,8.13164,0.134634
13195.2,39.9714,90.0493,90.0493,1.69725e-10,3.34386e-17,7.3565e-17,0.727332,3.99047e-06,348,667493,10413.9,20281.1,1483.99,69,8.8597,0.0686684
13912.5,39.3604,86.5924,86.5924,1.58818e-10,3.19283e-17,7.02423e-17,0.727332,4.20741e-06,1035,632836,9924.35,19483.6,1337.09,69,7.99578,0.0828454
23041.4,33.2253,68.8424,68.8424,1.03435e-10,1.92046e-17,4.22502e-17,0.727332,6.96816e-06,1448,381661,10079,19441.7,1563.44,41,8.57852,0.0637802
6910.77,49.5738,133.271,133.271,3.40315e-10,6.37903e-17,1.40339e-16,0.727332,2.08995e-06,310,1.27167e+06,10917.4,21184.4,1490.02,126,8.96571,0.0342243
3240.27,63.5936,203.269,203.269,7.26044e-10,1.34661e-16,2.96253e-16,0.727332,9.79921e-07,1377,2.70772e+06,9590.83,18410.5,1357.2,304,7.99228,0.0308573
12531.7,40.5471,92.1765,92.1765,1.77035e-10,3.49042e-17,7.67893e-17,0.727332,3.78983e-06,714,707370,11672.5,22113.3,1762.69,65,9.13256,0.0572844
14898.6,38.5699,87.4377,87.4377,1.59523e-10,3.00432e-17,6.6095e-17,0.728232,4.50562e-06,502,593767,9419.01,18575.2,1396.28,68,8.09576,0.0635392
3720.55,61.0676,171.283,171.283,5.50334e-10,1.19243e-16,2.62334e-16,0.727332,1.12517e-06,545,2.39496e+06,10660.4,20195.8,1790.12,242,8.76507,0.0624329
7263.44,48.8105,124.205,124.205,3.03818e-10,6.08891e-17,1.33956e-16,0.727332,2.1966e-06,724,1.21645e+06,9934.27,19096.5,1572.17,132,8.43174,0.0621644
5349.42,54.1288,149.789,149.789,4.23724e-10,8.30393e-17,1.82686e-16,0.727332,1.61777e-06,609,1.65262e+06,11220.1,21605.6,1839.75,159,9.29152,0.0400344
15958.3,37.6197,80.0695,80.0695,1.38057e-10,2.78769e-17,6.13293e-17,0.727332,4.82609e-06,234,555816,10693.6,20697.9,1657.41,56,9.06065,0.0821394
7712,47.7451,126.436,126.436,3.08618e-10,5.69884e-17,1.25374e-16,0.727332,2.33226e-06,680,1.14655e+06,10199.8,19444.4,1561.94,121,8.45313,0.0374425
7696.71,47.8591,123.718,123.718,2.99076e-10,5.73973e-17,1.26274e-16,0.727332,2.32763e-06,968,1.14807e+06,10572.9,20288.1,1679.18,117,8.6307,0.0454306
14451.1,38.8859,84.2802,84.2802,1.51577e-10,3.07875e-17,6.77325e-17,0.727332,4.3703e-06,880,618836,8899.81,16632.7,1641.61,75,7.14507,0.0999821
6353.87,51.0585,132.797,132.797,3.4353e-10,6.96953e-17,1.5333e-16,0.727332,1.92153e-06,834,1.39806e+06,10809.7,20554.7,1881.24,139,9.04824,0.0562134
22876.9,33.0257,66.8245,66.8245,9.86235e-11,1.88606e-17,4.14934e-17,0.727332,6.9184e-06,738,378227,11669.8,22495.2,1554.69,35,9.45873,0.060097
16889.9,36.8464,82.7925,82.7925,1.43659e-10,2.6193e-17,5.76245e-17,0.728232,5.10783e-06,1194,527078,10122,19056.3,1802.75,56,8.41193,0.0480871
8526.73,46.2754,107.427,107.427,2.37956e-10,5.1886e-17,1.14149e-16,0.727332,2.57865e-06,524,1.03727e+06,9471.19,18385.6,1324.96,118,8.06876,0.0990282
18073.9,35.8992,81.4331,81.4331,1.38323e-10,2.42243e-17,5.32935e-17,0.728232,5.46588e-06,1819,482460,11053,21719.9,1474.45,47,9.13873,0.0215835
20569,34.5857,74.831,74.831,1.19597e-10,2.16614e-17,4.76551e-17,0.727332,6.22045e-06,1859,434819,10373.1,19704,1840.96,45,8.63212,0.0459992
6348.32,50.8725,131.774,131.774,3.38952e-10,6.89364e-17,1.5166e-16,0.727332,1.91985e-06,1270,1.3977e+06,11372.7,21471.3,1713.04,132,9.18876,0.0540953
58543.7,24.2227,42.7856,42.7856,4.3272e-11,7.44161e-18,1.63715e-17,0.728232,1.77048e-05,371,151210,10158.2,19173.1,1427.81,16,8.33538,0.0482934
9391.27,44.8947,104.987,104.987,2.26437e-10,4.73788e-17,1.04233e-16,0.727332,2.8401e-06,736,949049,10989.1,20975.6,1815.74,93,8.97626,0.0756029
7355.5,48.9067,126.443,126.443,3.12374e-10,6.12499e-17,1.3475e-16,0.727332,2.22445e-06,56,1.21248e+06,10461.2,20350.3,1760.14,125,8.8534,0.0506919
8514.26,46.3423,119.462,119.462,2.79243e-10,5.21114e-17,1.14645e-16,0.727332,2.57488e-06,559,1.04024e+06,11024.6,21101.2,1751.57,102,9.01406,0.0351004
25568.3,32.0624,67.1001,67.1001,9.7776e-11,1.72578e-17,3.79672e-17,0.727332,7.73234e-06,739,340705,8617.02,16953.1,1093.53,43,7.68807,0.0627837
20155.3,34.8683,70.1542,70.1542,1.09005e-10,2.21969e-17,4.88332e-17,0.727332,6.09537e-06,1466,439979,9719.35,18866.4,1498.14,49,8.37602,0.106127
10205.3,43.657,109.184,109.184,2.36819e-10,4.35672e-17,9.58478e-17,0.727332,3.08627e-06,476,879199,9565.02,17874.7,1678.89,99,7.7243,0.0467824
5200.73,54.7,148.658,148.658,4.21139e-10,8.5696e-17,1.88531e-16,0.727332,1.5728e-06,240,1.70809e+06,10268.1,19836.4,1685.84,179,8.57054,0.0556348
25671.7,32.1501,70.3173,70.3173,1.05035e-10,1.73998e-17,3.82796e-17,0.727332,7.76361e-06,181,345002,8856.69,16925.3,1732.19,42,7.50294,0.0301443
21308.7,34.2993,75.5891,75.5891,1.20915e-10,2.11279e-17,4.64814e-17,0.728232,6.44417e-06,850,418593,11019.6,21370.1,1851.17,41,9.25023,0.0220502
10443.4,42.9007,94.5957,94.5957,1.89317e-10,4.13419e-17,9.09522e-17,0.727332,3.15829e-06,291,834526,8571.63,16522.7,980.305,105,6.92428,0.118581
10909.2,42.3959,107.598,107.598,2.28307e-10,3.98997e-17,8.77794e-17,0.727332,3.29916e-06,3142,802931,5689.6,10792.6,904.724,152,5.24553,0.0737758
5440.75,53.5693,143.15,143.15,3.93818e-10,8.04909e-17,1.7708e-16,0.727332,1.64539e-06,1216,1.62148e+06,8345.22,15948.3,1223.87,209,7.14998,0.0726574
13500.9,39.609,84.6738,84.6738,1.54053e-10,3.25372e-17,7.15819e-17,0.727332,4.08293e-06,2082,652668,11164.9,21366,1704.57,63,9.21856,0.0916576
4524.95,56.9184,154.151,154.151,4.53625e-10,9.65509e-17,2.12412e-16,0.727332,1.36843e-06,2197,1.95077e+06,10378.3,19748.2,1526.6,202,8.57344,0.0650153
17565.9,36.2818,78.5701,78.5701,1.31789e-10,2.50072e-17,5.50159e-17,0.727332,5.31228e-06,1228,499703,8148.91,15752.6,1246.95,66,7.13006,0.0881623
6942.29,49.4152,131.925,131.925,3.34635e-10,6.31802e-17,1.38996e-16,0.727332,2.09948e-06,852,1.27252e+06,10168.2,19257.2,1558.3,135,8.33065,0.0426178
4961.88,55.4367,153.632,153.632,4.45422e-10,8.92056e-17,1.96252e-16,0.727332,1.50057e-06,135,1.78644e+06,10280.9,20001.4,1375.83,187,8.19219,0.050762
18078.4,36.1296,85.8151,85.8151,1.50116e-10,2.46939e-17,5.43265e-17,0.727332,5.46726e-06,943,486484,9998.02,19329.9,1608.94,53,8.22905,0.00948409
3113.95,64.6027,183.167,183.167,6.25957e-10,1.41173e-16,3.1058e-16,0.727332,9.41719e-07,125,2.83427e+06,8995.05,17326.4,1294.27,339,7.5854,0.0771032
5177.62,54.677,150.043,150.043,4.26948e-10,8.55881e-17,1.88294e-16,0.727332,1.56581e-06,697,1.70063e+06,10138.2,19667.5,1600.54,181,8.61236,0.0524737
19774.6,34.8636,77.523,77.523,1.26614e-10,2.21878e-17,4.88132e-17,0.728232,5.98022e-06,1081,449780,8659.18,16438.6,1107.96,56,7.0615,0.0544353
4360.5,57.7609,174.421,174.421,5.50002e-10,1.00902e-16,2.21985e-16,0.727332,1.3187e-06,1576,2.01379e+06,9921.46,19225.8,1429.5,219,7.96477,0.0295734
30364.8,30.379,58.9632,58.9632,7.83986e-11,1.46798e-17,3.22956e-17,0.728232,9.18291e-06,1016,293192,10939.4,21262.2,1374.72,29,9.15845,0.0657233
9471.84,44.6396,111.481,111.481,2.47064e-10,4.65759e-17,1.02467e-16,0.727332,2.86447e-06,1119,936846,8290.28,15633.6,1349.4,122,6.87687,0.0648313
24275,32.7148,66.8015,66.8015,9.81072e-11,1.83329e-17,4.03324e-17,0.728232,7.34123e-06,1167,363303,10614.4,20460.4,1831.16,37,8.70262,0.0608914
9051.18,45.4041,102.499,102.499,2.19673e-10,4.901e-17,1.07822e-16,0.727332,2.73725e-06,657,988192,9415.36,17699.5,1595.58,113,7.90767,0.110925
11172.6,42.233,104.285,104.285,2.17425e-10,3.94417e-17,8.67717e-17,0.727332,3.3788e-06,1724,788493,10513.5,20201.2,1575.16,81,8.73775,0.0345918
7395.89,48.6903,118.891,118.891,2.84181e-10,6.04404e-17,1.32969e-16,0.727332,2.23666e-06,1903,1.20136e+06,4517.85,8705.98,758.373,287,4.03965,0.130223
5875.43,52.2606,144.362,144.362,3.93929e-10,7.47345e-17,1.64416e-16,0.727332,1.77684e-06,611,1.50201e+06,10445.4,19902.9,1596.09,155,8.68208,0.0388889
43593.1,27.1612,49.8116,49.8116,5.75598e-11,1.04917e-17,2.30816e-17,0.728232,1.31834e-05,872,209460,10192.2,19079.1,2379.45,22,8.89504,0.0711632
2216.94,72.5405,237.044,237.044,9.76528e-10,1.99866e-16,4.39706e-16,0.727332,6.70445e-07,797,3.99664e+06,11050.7,21390.8,1559.29,390,8.99809,0.0375569
7601.55,47.935,117.129,117.129,2.75724e-10,5.7671e-17,1.26876e-16,0.727332,2.29886e-06,774,1.16257e+06,9932.13,18788.1,1587.34,126,8.42057,0.0778696
15448.5,37.9487,88.91,88.91,1.62246e-10,2.86148e-17,6.29525e-17,0.727332,4.67191e-06,1601,578326,11454.1,21816,1850.85,54,9.25233,0.0194196
4547.51,57.1065,164.192,164.192,4.99484e-10,9.75114e-17,2.14525e-16,0.727332,1.37526e-06,1864,1.94624e+06,10137.9,19481.7,1636.16,207,8.29897,0.043405
7689.51,47.8621,120.533,120.533,2.8761e-10,5.74083e-17,1.26298e-16,0.727332,2.32546e-06,1911,1.15516e+06,9880.77,18664.2,1626.23,126,8.11164,0.0634013
20802.9,34.2364,70.0402,70.0402,1.07749e-10,2.10118e-17,4.62259e-17,0.727332,6.29121e-06,919,423732,10348.9,19626.5,1655.89,44,8.72712,0.0816104
13722.5,39.4458,87.1715,87.1715,1.60588e-10,3.21366e-17,7.07005e-17,0.728232,4.14995e-06,664,640728,9738.06,18905.3,1401.82,71,8.14135,0.082923
7314.92,48.5711,115.307,115.307,2.71096e-10,5.99975e-17,1.31994e-16,0.727332,2.21217e-06,1855,1.20462e+06,8550.92,16333.8,1269.28,152,7.3633,0.105844
6782.78,50.0852,131.18,131.18,3.34044e-10,6.57852e-17,1.44728e-16,0.727332,2.05124e-06,1369,1.30322e+06,10832.4,21046.7,1741.95,130,9.02252,0.0479913
4139.69,58.6376,164.058,164.058,5.05517e-10,1.05567e-16,2.32247e-16,0.727332,1.25192e-06,2012,2.11281e+06,7891.2,15298.7,1038.66,289,6.74477,0.0735545
5888.86,52.4398,144.773,144.773,3.96288e-10,7.55063e-17,1.66114e-16,0.727332,1.78091e-06,823,1.50898e+06,10056.3,19225.5,1623.88,162,8.47794,0.0423267
9365.73,44.5457,111.648,111.648,2.4736e-10,4.62825e-17,1.01822e-16,0.727332,2.83238e-06,962,941521,11359,21301.2,1722.93,89,9.24944,0.0361348
8372.43,46.3583,117.97,117.97,2.74077e-10,5.21651e-17,1.14763e-16,0.727332,2.53199e-06,694,1.05012e+06,11194.7,21332.6,1688.53,101,9.21269,0.040251
14324.3,38.9889,93.2269,93.2269,1.76576e-10,3.10328e-17,6.82722e-17,0.727332,4.33195e-06,839,624172,10507.4,19963.5,1649.56,64,8.64697,0.0272763
16465.4,37.513,90.5461,90.5461,1.65785e-10,2.76403e-17,6.08087e-17,0.727332,4.97946e-06,530,545879,8941.91,17462.1,1437.82,66,7.37772,0.0255353
27032.7,31.348,67.9089,67.9089,9.8434e-11,1.61298e-17,3.54855e-17,0.727332,8.17521e-06,147,325078,10628.9,20259.2,1473.97,33,8.05382,0.00271474
52947.3,25.1552,44.5653,44.5653,4.68769e-11,8.33454e-18,1.8336e-17,0.728232,1.60123e-05,266,170519,10715.1,19548.2,2116.53,17,8.92065,0.0575476
12378.4,41.0551,96.5339,96.5339,1.90921e-10,3.62327e-17,7.97119e-17,0.727332,3.74345e-06,793,729445,10310.3,19453.5,1820.49,76,8.66412,0.0540241
8431.52,46.3885,108.285,108.285,2.41106e-10,5.22672e-17,1.14988e-16,0.727332,2.54986e-06,1617,1.0534e+06,10509,20143.9,1404.45,108,8.29786,0.0891155
4901.51,55.5917,148.454,148.454,4.23685e-10,8.99558e-17,1.97903e-16,0.727332,1.48231e-06,410,1.8104e+06,8520.52,16142.4,1351.52,229,7.1725,0.0785394
13224.5,39.7393,85.0152,85.0152,1.5524e-10,3.28594e-17,7.22906e-17,0.727332,3.99934e-06,82,664047,4806.55,9282.93,629.331,148,4.31035,0.160963
10777.1,42.9804,102.917,102.917,2.15038e-10,4.1573e-17,9.14605e-17,0.727332,3.2592e-06,1746,829000,10442.3,19841.5,1756.34,86,8.81201,0.0560242
12655,40.4068,99.5754,99.5754,1.98429e-10,3.45433e-17,7.59952e-17,0.727332,3.82712e-06,421,699529,10620,20128.6,1435.65,71,8.62871,0.0224094
4656.8,56.484,152.489,152.489,4.44601e-10,9.43571e-17,2.07586e-16,0.727332,1.40831e-06,854,1.91118e+06,9500.28,17828.4,1577.3,216,7.99017,0.0705267
23813.5,33.0621,68.5475,68.5475,1.02519e-10,1.8923e-17,4.16306e-17,0.727332,7.20165e-06,1311,372516,10913.2,20987.2,2084.68,37,9.23183,0.0498235
7657.05,48.1717,121.546,121.546,2.92184e-10,5.85295e-17,1.28765e-16,0.727332,2.31564e-06,969,1.1677e+06,10865.9,20869.3,1738.57,116,9.00962,0.0559274
26927.5,31.8508,65.216,65.216,9.33774e-11,1.69185e-17,3.72207e-17,0.727332,8.14339e-06,549,330837,9872.83,19814.5,1674.19,36,8.58276,0.0551628
8537.61,46.2402,112.143,112.143,2.53698e-10,5.17675e-17,1.13889e-16,0.727332,2.58194e-06,3893,1.02647e+06,6000.59,11685.3,901.324,185,5.25965,0.108274
12123.2,40.9907,89.9053,89.9053,1.71463e-10,3.60625e-17,7.93376e-17,0.727332,3.66629e-06,1557,719930,10222.2,19963.9,1310.99,76,8.18509,0.0939579
9689.13,44.1206,101.744,101.744,2.14159e-10,4.497e-17,9.89339e-17,0.727332,2.93018e-06,1177,908030,10442.3,19676.8,1521.52,94,8.39099,0.0841276
11548.5,41.7873,101.112,101.112,2.06478e-10,3.82059e-17,8.40531e-17,0.727332,3.4925e-06,184,773245,11545.2,21831.9,1742.75,72,9.16203,0.0333165
7761.65,47.6546,125.764,125.764,3.05869e-10,5.66649e-17,1.24663e-16,0.727332,2.34727e-06,1416,1.15056e+06,10136.3,18846.2,1722.39,122,8.39146,0.0396119
6292.85,51.2694,132.977,132.977,3.44939e-10,7.05627e-17,1.55238e-16,0.727332,1.90308e-06,320,1.40745e+06,10850.1,20803.4,1784.09,140,9.08899,0.057981
10135.1,43.5845,95.9993,95.9993,1.95082e-10,4.33505e-17,9.53711e-17,0.727332,3.06506e-06,874,873741,6869.88,13021.7,1060.61,137,5.96481,0.138867
6415.62,50.6876,121.174,121.174,2.98343e-10,6.81874e-17,1.50012e-16,0.727332,1.94021e-06,2324,1.36524e+06,8431.92,16201.9,1194.13,175,7.2346,0.11174
7786.9,47.5174,122.933,122.933,2.95175e-10,5.61767e-17,1.23589e-16,0.727332,2.35491e-06,811,1.12045e+06,10711.4,20872,1412.43,113,8.78183,0.0421964
6478.77,50.4801,131.156,131.156,3.35266e-10,6.73536e-17,1.48178e-16,0.727332,1.95931e-06,738,1.35993e+06,9991.79,19195,1387.97,146,8.37803,0.0603277
12713.5,40.2779,94.4624,94.4624,1.83051e-10,3.42138e-17,7.52703e-17,0.727332,3.84481e-06,327,688779,9077.21,17441.8,1112.48,82,7.84205,0.0626772
6829.58,49.4191,120.504,120.504,2.92144e-10,6.31951e-17,1.39029e-16,0.727332,2.0654e-06,561,1.2861e+06,8441.19,15799.5,1221.91,164,6.96846,0.0978047
7729.02,47.6803,122.562,122.562,2.94344e-10,5.67565e-17,1.24864e-16,0.727332,2.3374e-06,433,1.13497e+06,10762.5,20731.6,1516.75,114,8.67249,0.0458685
3305.11,63.547,194.196,194.196,6.77734e-10,1.34365e-16,2.95602e-16,0.727332,9.99528e-07,820,2.70085e+06,10904.2,20796.8,1640.11,267,8.7277,0.0377554
15335.5,38.007,77.7249,77.7249,1.32716e-10,2.87469e-17,6.32431e-17,0.727332,4.63775e-06,985,575988,10204.9,19359.8,1655.2,61,8.42684,0.117848
13027.1,40.4295,95.3771,95.3771,1.86065e-10,3.46015e-17,7.61233e-17,0.727332,3.93966e-06,883,682466,10545.3,20403.6,1906.83,70,9.08833,0.0440206
8358.48,46.4986,112.804,112.804,2.56659e-10,5.26404e-17,1.15809e-16,0.727332,2.52777e-06,1000,1.06206e+06,11212.1,21161.6,1789.28,102,9.15838,0.0644101
5229.29,54.417,149.389,149.389,4.23151e-10,8.43728e-17,1.8562e-16,0.727332,1.58144e-06,1047,1.69024e+06,10771.1,20746.7,1596.06,169,8.53066,0.0475826
14035.7,39.3681,89.993,89.993,1.68281e-10,3.19471e-17,7.02837e-17,0.727332,4.24466e-06,2419,629105,10681.6,20627.3,1850.59,64,9.07737,0.0524482
21379.7,34.2096,71.4871,71.4871,1.11062e-10,2.09626e-17,4.61177e-17,0.727332,6.46563e-06,1190,424048,11665.2,21770.8,2137.1,39,9.48271,0.0512823
12001.7,41.3856,90.3246,90.3246,1.73494e-10,3.71147e-17,8.16524e-17,0.727332,3.62955e-06,126,744130,10003.4,18851,1895.88,80,8.63197,0.101658
5492.72,53.3523,144.251,144.251,3.9756e-10,7.95169e-17,1.74937e-16,0.727332,1.6611e-06,545,1.59543e+06,9379.04,17897.4,1347.79,184,8.0551,0.0595938
7534.36,48.3574,127.106,127.106,3.13061e-10,5.9209e-17,1.3026e-16,0.727332,2.27854e-06,1507,1.17624e+06,10750.2,20736.9,1836.41,118,8.87929,0.0386685
7010.74,49.5122,133.219,133.219,3.39905e-10,6.35528e-17,1.39816e-16,0.727332,2.12018e-06,1411,1.26812e+06,10121.1,19583,1544.56,135,7.9697,0.0393041
5573.68,53.1395,132.361,132.361,3.48739e-10,7.85692e-17,1.72852e-16,0.727332,1.68559e-06,502,1.58101e+06,8863.67,17008.7,1247.21,192,7.55478,0.0980337
15671.3,37.7347,89.292,89.292,1.62832e-10,2.81334e-17,6.18936e-17,0.727332,4.73929e-06,761,565981,11249.4,21691,1611.98,54,9.29335,0.0138074
5519.64,53.6026,149.473,149.473,4.20325e-10,8.06409e-17,1.7741e-16,0.727332,1.66925e-06,687,1.60878e+06,9034.15,17504.7,1339.88,192,6.88228,0.0500937
37983.6,28.0956,50.6449,50.6449,6.00167e-11,1.16122e-17,2.55469e-17,0.728232,1.1487e-05,1694,231250,10367.2,19985.2,1779.12,24,8.97949,0.101809
21170.8,34.1948,77.3834,77.3834,1.25055e-10,2.09353e-17,4.60577e-17,0.728232,6.40246e-06,851,421774,9447.21,17853.8,1587.67,48,8.02279,0.0256372
7640.05,48.1817,125.063,125.063,3.04987e-10,5.8566e-17,1.28845e-16,0.727332,2.3105e-06,938,1.17057e+06,10227.1,19781.9,1602.11,123,8.59545,0.0476273
3245.01,63.9338,184.039,184.039,6.27163e-10,1.36833e-16,3.01032e-16,0.727332,9.81353e-07,614,2.73061e+06,10532,20226.6,1657.42,280,8.75261,0.0612615
6159.83,51.5427,132.376,132.376,3.43517e-10,7.16971e-17,1.57734e-16,0.727332,1.86285e-06,846,1.42253e+06,7916,15590.8,1057.12,194,6.41881,0.0848808
15512.5,38.382,85.8037,85.8037,1.54694e-10,2.96061e-17,6.51334e-17,0.727332,4.69127e-06,832,582807,10822.1,20957.6,2186.47,58,9.26731,0.0550654
6027.72,51.9418,149.849,149.849,4.15325e-10,7.33754e-17,1.61426e-16,0.727332,1.8229e-06,1717,1.46201e+06,8385.8,16222.2,1302.04,188,7.21867,0.0357586
17359.3,36.6758,83.5539,83.5539,1.45308e-10,2.58307e-17,5.68276e-17,0.727332,5.24978e-06,706,512460,10034.1,19490.6,1688.67,55,8.63627,0.0378024
5008.03,55.1523,144.225,144.225,4.04102e-10,8.78396e-17,1.93247e-16,0.727332,1.51453e-06,413,1.76008e+06,8104.33,15624.7,1167.09,234,6.97135,0.0885694
5382.67,53.9521,144.74,144.74,4.01826e-10,8.22288e-17,1.80903e-16,0.727332,1.62782e-06,501,1.65061e+06,10658,20248.2,1717.35,167,8.80461,0.0561892
5547.28,53.2481,154.315,154.315,4.39455e-10,7.90519e-17,1.73914e-16,0.727332,1.6776e-06,1027,1.59754e+06,10666.4,20416,1437.82,161,8.42119,0.023127
25644,31.9196,70.337,70.337,1.04702e-10,1.70284e-17,3.74624e-17,0.727332,7.75524e-06,1242,341178,10525.9,20536.4,1207.37,35,7.93164,0
5076.19,54.8489,155.556,155.556,4.51402e-10,8.63977e-17,1.90075e-16,0.727332,1.53514e-06,807,1.73284e+06,10856.9,20855.1,1591.29,172,8.88541,0.0360396
12134.1,40.7998,92.948,92.948,1.79821e-10,3.5561e-17,7.82342e-17,0.728232,3.66959e-06,1610,721471,10090.1,19135.6,1320.92,77,8.22552,0.0729026
5554.82,53.1508,141.637,141.637,3.86073e-10,7.86193e-17,1.72962e-16,0.727332,1.67988e-06,1862,1.57647e+06,10182.6,19662,1369.63,167,8.55925,0.0590023
12130.2,41.3596,94.7844,94.7844,1.86442e-10,3.70448e-17,8.14985e-17,0.727332,3.66841e-06,1144,733001,10527.3,20642.5,1682.37,75,8.93638,0.0670049
11016.8,42.8178,104.103,104.103,2.18353e-10,4.1103e-17,9.04265e-17,0.727332,3.33169e-06,485,803599,11874.8,23865.5,1811.11,73,9.50614,0.0322147
7946.1,47.1545,105.489,105.489,2.33735e-10,5.48995e-17,1.20779e-16,0.727332,2.40305e-06,1401,1.10695e+06,7099.11,13421.3,1113.05,168,6.10264,0.143671
8810.33,45.7682,114.864,114.864,2.61643e-10,5.01984e-17,1.10436e-16,0.727332,2.66441e-06,524,1.00872e+06,10068.5,19161.1,1563.94,108,8.4517,0.0525693
7982.14,47.1822,116.417,116.417,2.71059e-10,5.49964e-17,1.20992e-16,0.727332,2.41395e-06,343,1.11253e+06,10495.7,19889.3,1546.61,114,8.63322,0.0652304
12727.7,40.5436,92.6023,92.6023,1.78256e-10,3.48953e-17,7.67696e-17,0.727332,3.84911e-06,618,701415,9924.62,18799.2,1701.71,76,8.50517,0.0701901
17356.2,36.7117,85.8774,85.8774,1.51486e-10,2.59068e-17,5.6995e-17,0.728232,5.24885e-06,477,515740,11326,21575.1,2196.31,49,9.23132,0.0085701
