Weight,Equiv. Sphere Diameter (nm),Collision Diameter (nm),Mobility Diameter (nm),Surface Area (cm2),Volume (cm3),Mass (g),Age (s),Stat. Weight (cm-3),Num coags,silica,Number of Si atoms,Number of O atoms,Number of OH atoms,Number of primaries,Avg. primary diameter,Avg. Sintering Level
14930.3,38.6071,82.0999,82.0999,1.4521e-10,3.01301e-17,6.62862e-17,0.727332,4.5152e-06,598,595293,10598.4,20522.7,1678.11,61,8.91462,0.0917397
23087.2,33.4787,65.7032,65.7032,9.68086e-11,1.96473e-17,4.32241e-17,0.728232,6.98202e-06,1299,392305,10878.8,20247.9,2240.62,39,9.08258,0.0976342
3143.43,64.4487,199.392,199.392,7.10099e-10,1.40166e-16,3.08365e-16,0.727332,9.50634e-07,1311,2.80653e+06,10445.5,19944.3,1648.33,290,8.64033,0.0385023
17637.4,36.2352,77.8957,77.8957,1.30013e-10,2.4911e-17,5.48042e-17,0.728232,5.3339e-06,2343,499528,10147.9,19453,1564.74,53,8.64814,0.0695669
4637.88,56.7009,147.476,147.476,4.23668e-10,9.54483e-17,2.09986e-16,0.727332,1.40259e-06,901,1.9019e+06,10107.6,19624.1,1483.66,203,8.49615,0.0822404
15536.9,37.854,86.2276,86.2276,1.54766e-10,2.84009e-17,6.24821e-17,0.728232,4.69867e-06,3095,568383,6817.28,13091.2,1015,90,5.97639,0.0871776
6508.53,50.5183,140.374,140.374,3.7137e-10,6.75065e-17,1.48514e-16,0.727332,1.96831e-06,2207,1.35353e+06,9170.33,17537.4,1439.93,159,7.8373,0.038394
11912.8,41.4753,106.779,106.779,2.2324e-10,3.73567e-17,8.21846e-17,0.727332,3.60266e-06,586,743416,8750.66,16915.9,1274.58,92,6.94642,0.0264147
7435.24,48.6483,132.629,132.629,3.34687e-10,6.0284e-17,1.32625e-16,0.727332,2.24856e-06,399,1.19904e+06,11223.3,21566.7,2023.04,115,9.31058,0.0207874
4170.61,58.6582,175.364,175.364,5.58761e-10,1.05678e-16,2.32492e-16,0.727332,1.26127e-06,396,2.11499e+06,10037,19465.4,1387.46,227,8.38445,0.0353147
4804.67,55.9363,162.307,162.307,4.85851e-10,9.16391e-17,2.01606e-16,0.727332,1.45303e-06,728,1.83172e+06,8097.56,15752.7,1072.33,244,6.82943,0.0503434
76863.5,22.508,39.0298,39.0298,3.63424e-11,5.97046e-18,1.3135e-17,0.727332,2.3245e-05,790,116064,10465.4,20190.1,2491.67,12,9.0845,0.0020315
15887.1,37.5704,85.2593,85.2593,1.51595e-10,2.77676e-17,6.10886e-17,0.728232,4.80457e-06,1821,551086,9112.02,18134.1,1179.14,65,7.48593,0.0583119
11413.4,41.8951,101.734,101.734,2.08655e-10,3.85024e-17,8.47052e-17,0.727332,3.45163e-06,1282,771574,10020.3,19281.9,1458.42,83,8.48036,0.0454358
11227.3,41.9329,101.28,101.28,2.07355e-10,3.86068e-17,8.49351e-17,0.728232,3.39537e-06,406,783347,10526.8,19744.9,1643.79,80,8.74749,0.0447021
13039.2,40.2503,90.6153,90.6153,1.71924e-10,3.41434e-17,7.51154e-17,0.727332,3.94331e-06,499,683534,9850.81,18619.9,1688.09,75,8.22627,0.0772264
17946.3,36.1143,80.4444,80.4444,1.36218e-10,2.46624e-17,5.42574e-17,0.728232,5.42732e-06,807,492853,9673.56,18758.6,1317.4,55,7.66373,0.0513451
4225.18,58.734,162.641,162.641,4.99389e-10,1.06088e-16,2.33394e-16,0.727332,1.27778e-06,1215,2.12307e+06,10493.4,19855.6,1911.11,218,8.77447,0.0609939
4287.33,58.1387,168.545,168.545,5.24153e-10,1.02895e-16,2.26369e-16,0.727332,1.29657e-06,1116,2.0634e+06,8084.83,15485.7,1235.07,275,6.6671,0.0576862
4969.9,55.2929,146.031,146.031,4.12244e-10,8.85129e-17,1.94728e-16,0.727332,1.503e-06,693,1.78161e+06,10186,19629.2,1397.94,188,8.3959,0.0707827
12621,40.5375,92.9149,92.9149,1.79146e-10,3.48795e-17,7.6735e-17,0.727332,3.81682e-06,445,703300,11075.4,21399.1,1546.26,68,9.07953,0.057188
34960.1,28.9322,58.4066,58.4066,7.54281e-11,1.26807e-17,2.78974e-17,0.727332,1.05726e-05,325,250378,10827.2,21418.6,1492.96,25,9.12605,0.0100992
9308.76,44.8498,108.41,108.41,2.37484e-10,4.72369e-17,1.03921e-16,0.727332,2.81515e-06,734,951457,11168.6,20998.4,1809.15,92,8.98597,0.057264
4631.19,56.4834,157.757,157.757,4.67838e-10,9.43545e-17,2.0758e-16,0.727332,1.40056e-06,270,1.89822e+06,10170.7,19550.2,1389.38,201,8.28757,0.0524842
12338.4,40.8646,96.7926,96.7926,1.91244e-10,3.57306e-17,7.86073e-17,0.727332,3.73136e-06,1110,716498,10591.3,20227.4,1618.97,73,8.68822,0.0460706
28084.5,30.9377,65.4474,65.4474,9.25194e-11,1.55047e-17,3.41103e-17,0.727332,8.49329e-06,715,312757,8863.84,16790.8,1358.76,38,7.4904,0.0392321
4250.62,58.3338,166.695,166.695,5.1641e-10,1.03934e-16,2.28655e-16,0.727332,1.28547e-06,195,2.08348e+06,9605.75,18300.9,1529.41,234,7.94546,0.0533984
6695.21,49.8884,126.89,126.89,3.17171e-10,6.50128e-17,1.43028e-16,0.727332,2.02476e-06,1917,1.31698e+06,9701.5,18425,1342.5,146,7.97172,0.069883
5114.13,54.9392,150.102,150.102,4.28223e-10,8.68253e-17,1.91016e-16,0.727332,1.54661e-06,1202,1.73845e+06,10356.7,19824.1,1625.22,181,8.47943,0.0542398
3137.14,64.4986,192.865,192.865,6.75781e-10,1.40492e-16,3.09082e-16,0.727332,9.48731e-07,811,2.82789e+06,9800.21,18513.9,1598.42,311,8.25925,0.0537266
11140.2,42.4239,105.701,105.701,2.2237e-10,3.99789e-17,8.79535e-17,0.727332,3.369e-06,221,794346,9028.69,17438,1475.95,95,7.87136,0.0449648
23738.6,32.6408,69.5741,69.5741,1.0416e-10,1.82088e-17,4.00594e-17,0.728232,7.17901e-06,566,367771,6674.17,12845.9,941.153,59,5.18729,0.0867576
5407.56,53.8311,143.15,143.15,3.94777e-10,8.16766e-17,1.79689e-16,0.727332,1.63535e-06,1059,1.6285e+06,11110.4,21572.3,1637.73,158,9.10772,0.0559816
5659.38,52.9572,144.941,144.941,3.9893e-10,7.7763e-17,1.71079e-16,0.727332,1.71151e-06,456,1.56069e+06,9412.9,17901.5,1465.2,179,7.92857,0.0527782
7038.69,49.4515,132.185,132.185,3.35746e-10,6.33195e-17,1.39303e-16,0.727332,2.12864e-06,1192,1.26425e+06,7338.22,14053.6,1186.59,186,6.07229,0.0650292
11411.9,42.1402,100.201,100.201,2.04552e-10,3.91823e-17,8.6201e-17,0.727332,3.45118e-06,643,780722,10806.9,20618.2,1898.62,78,8.87898,0.0505083
11438.6,41.8876,92.2519,92.2519,1.80159e-10,3.84818e-17,8.46599e-17,0.727332,3.45925e-06,2297,771609,8449.67,16359.2,1252.89,98,7.32446,0.113728
13346.7,39.8345,91.3706,91.3706,1.73177e-10,3.30961e-17,7.28114e-17,0.728232,4.03629e-06,377,659819,8706.94,16763,1300.57,82,7.50159,0.0749276
10265.5,43.4515,106.687,106.687,2.28203e-10,4.29548e-17,9.45006e-17,0.727332,3.1045e-06,389,858068,9975.73,19098.7,1548.28,93,8.37081,0.0503017
4078.85,59.1183,165.554,165.554,5.14539e-10,1.08184e-16,2.38006e-16,0.727332,1.23352e-06,580,2.16763e+06,10198.4,19567.9,1560.6,229,8.53953,0.0596966
27550.3,31.4294,61.4242,61.4242,8.47867e-11,1.62557e-17,3.57626e-17,0.727332,8.33174e-06,1035,326214,10296.5,19631.1,1782.41,34,8.91687,0.0829306
18996.3,35.4943,81.98,81.98,1.38928e-10,2.34139e-17,5.15107e-17,0.727332,5.74485e-06,521,466341,11144.6,21608,1810.24,45,9.14698,0.00520917
18527.5,35.703,79.7357,79.7357,1.33654e-10,2.38294e-17,5.24247e-17,0.727332,5.60309e-06,2152,476264,9536.61,18489.5,1241.72,54,7.91227,0.0476693
5242.73,54.6724,167.34,167.34,5.02846e-10,8.55665e-17,1.88246e-16,0.727332,1.5855e-06,1965,1.68315e+06,6818.71,13604.2,912.375,267,6.10989,0.0372304
5746.34,52.6343,141.883,141.883,3.85196e-10,7.63493e-17,1.67968e-16,0.727332,1.7378e-06,232,1.53846e+06,10326.5,19638.5,1653.6,160,8.65323,0.0511699
7620.64,47.8243,114.533,114.533,2.66299e-10,5.72723e-17,1.25999e-16,0.727332,2.30463e-06,1865,1.15388e+06,6701.03,12874.3,944.595,185,5.65055,0.114399
5157.48,54.8061,153.213,153.213,4.41071e-10,8.61958e-17,1.89631e-16,0.727332,1.55972e-06,557,1.71431e+06,8770.22,17065.7,1293.04,211,7.3317,0.055251
19783.9,34.8807,79.4111,79.4111,1.313e-10,2.22205e-17,4.88852e-17,0.727332,5.98304e-06,1726,445928,10696.2,20733.4,1306.87,45,8.17155,0.0138618
7743.1,47.7115,127.46,127.46,3.12265e-10,5.6868e-17,1.2511e-16,0.728232,2.34166e-06,1130,1.13612e+06,9810.84,18877.4,1488.32,125,8.07844,0.0362743
35060.9,28.7027,56.2481,56.2481,7.10025e-11,1.23813e-17,2.72389e-17,0.728232,1.06031e-05,154,253431,10849.5,19908.2,1944.44,25,8.89973,0.0342321
8412.45,46.6703,111.548,111.548,2.5285e-10,5.32257e-17,1.17097e-16,0.727332,2.54409e-06,528,1.06505e+06,7902.4,15190.7,1261.44,145,6.53641,0.0991529
17539.2,36.0627,78.2168,78.2168,1.30506e-10,2.45569e-17,5.40252e-17,0.727332,5.3042e-06,1457,497885,9398.79,18015.6,1099.89,57,6.85459,0.0719102
5551.93,53.1908,141.581,141.581,3.85988e-10,7.8797e-17,1.73353e-16,0.727332,1.67901e-06,1786,1.58407e+06,8983.51,17182.9,1314.57,190,7.55894,0.0681914
24806.6,32.5612,68.0206,68.0206,1.00568e-10,1.80759e-17,3.9767e-17,0.727332,7.50199e-06,1316,355945,10156.1,19501.4,1947.16,38,8.90849,0.0480459
15111.4,38.1991,89.3158,89.3158,1.63896e-10,2.91849e-17,6.42067e-17,0.727332,4.56997e-06,73,586600,9895.02,18586.2,1706.67,64,8.23,0.0395945
8680.08,45.9461,112.867,112.867,2.55343e-10,5.0786e-17,1.11729e-16,0.728232,2.62502e-06,510,1.01724e+06,10637.1,20497.7,1570.17,103,8.96553,0.0589819
5155.88,54.8216,156.502,156.502,4.55412e-10,8.62687e-17,1.89791e-16,0.727332,1.55924e-06,618,1.70651e+06,10535.9,20712.8,1526.71,175,8.81937,0.0347559
5077.84,55.1198,150.998,150.998,4.32775e-10,8.76845e-17,1.92906e-16,0.727332,1.53564e-06,287,1.75082e+06,10844.8,20754.7,1832.08,174,9.00758,0.0504645
11400.3,42.0191,100.497,100.497,2.05165e-10,3.88455e-17,8.546e-17,0.727332,3.44766e-06,477,768005,9558.23,18815.9,1305.22,87,7.75191,0.0576996
47763.5,26.1131,47.6318,47.6318,5.27746e-11,9.32345e-18,2.05116e-17,0.727332,1.44446e-05,1378,180241,11587.9,23251.5,1723.65,17,9.6809,0.0278376
3929.76,60.005,185.075,185.075,6.12723e-10,1.13126e-16,2.48877e-16,0.727332,1.18844e-06,1721,2.25451e+06,10706.7,20829.2,1554.98,227,8.69884,0.0247374
9952.82,43.9562,110.398,110.398,2.41603e-10,4.44691e-17,9.7832e-17,0.727332,3.00993e-06,597,892706,10683,20433.1,1635.53,90,8.63519,0.0361646
12373.1,40.751,96.8981,96.8981,1.9129e-10,3.54334e-17,7.79535e-17,0.727332,3.74186e-06,2238,711253,10196.2,19568.7,1565.19,75,8.60407,0.0466711
9511.78,44.6307,113.76,113.76,2.54655e-10,4.6548e-17,1.02406e-16,0.727332,2.87655e-06,1502,923144,11348.6,22062,1719.74,88,9.36505,0.0269769
10444.3,43.1617,104.75,104.75,2.21275e-10,4.21013e-17,9.26228e-17,0.727332,3.15856e-06,1325,849917,8757.32,16818.6,1259.28,104,7.59242,0.0658513
7084.72,49.1192,120.955,120.955,2.92896e-10,6.20516e-17,1.36514e-16,0.727332,2.14256e-06,1024,1.25594e+06,9866.01,18553.7,1545.01,137,8.19685,0.0803994
7485.18,48.4161,123.307,123.307,2.99315e-10,5.9425e-17,1.30735e-16,0.727332,2.26366e-06,871,1.1772e+06,10685.4,20833.2,1665.75,119,8.78057,0.0536348
14311,38.9865,80.6569,80.6569,1.42092e-10,3.10271e-17,6.82597e-17,0.727332,4.32792e-06,488,622513,9580.14,18217.9,1578.13,70,7.95994,0.123338
35501.3,28.7434,54.8551,54.8551,6.84296e-11,1.24341e-17,2.7355e-17,0.728232,1.07363e-05,2259,245614,11623.9,22336.4,1915.43,23,9.56591,0.042669
6851.89,49.6625,119.684,119.684,2.89882e-10,6.41335e-17,1.41094e-16,0.727332,2.07214e-06,1018,1.29638e+06,9705.05,18216.1,1539.35,144,8.14572,0.094544
7133.58,48.9733,131.197,131.197,3.30381e-10,6.15003e-17,1.35301e-16,0.727332,2.15733e-06,1153,1.23155e+06,11273.7,21670.1,1607.08,118,9.10419,0.0303765
4811.05,56.1036,159.15,159.15,4.72448e-10,9.24636e-17,2.0342e-16,0.727332,1.45495e-06,993,1.83848e+06,9664.57,18874.3,1428.69,205,8.12073,0.0478172
76940.4,22.0655,36.6442,36.6442,3.27352e-11,5.6252e-18,1.23754e-17,0.728232,2.32683e-05,877,113936,9417.38,17826.8,1393.77,13,8.01945,0.0730312
6824.19,49.7742,132.91,132.91,3.39615e-10,6.45671e-17,1.42048e-16,0.727332,2.06377e-06,943,1.29461e+06,9473.76,18246.6,1414.07,147,7.99752,0.0489781
9290.76,44.9759,110.397,110.397,2.44386e-10,4.76363e-17,1.048e-16,0.727332,2.80971e-06,983,942199,10313,19935.5,1707.52,99,8.6267,0.0559669
4177.56,58.727,161.288,161.288,4.9314e-10,1.06051e-16,2.33311e-16,0.727332,1.26337e-06,1027,2.11057e+06,9214.15,17906.5,1393.11,247,7.70108,0.0717713
4482.18,57.3159,153.092,153.092,4.50523e-10,9.85883e-17,2.16894e-16,0.727332,1.3555e-06,1313,1.95128e+06,9140.52,17877.3,1342.28,231,7.66419,0.07897
9651.63,44.0783,102.464,102.464,2.16331e-10,4.48409e-17,9.86501e-17,0.727332,2.91884e-06,1047,907693,4421.61,8394.56,610.778,221,4.15853,0.139888
8412.9,46.18,113.425,113.425,2.57892e-10,5.15655e-17,1.13444e-16,0.727332,2.54422e-06,1987,1.0471e+06,9370.3,17762.5,1298.62,120,7.74701,0.0715541
14986.2,38.4968,87.6346,87.6346,1.5991e-10,2.98726e-17,6.57196e-17,0.727332,4.53213e-06,222,590952,10480.6,20587.3,1482.8,61,8.74659,0.0497624
7054.97,49.2155,127.055,127.055,3.15638e-10,6.24174e-17,1.37318e-16,0.727332,2.13356e-06,1428,1.25197e+06,8543.23,16409.7,1235.96,158,7.20265,0.0688403
9878.28,44.1106,108.918,108.918,2.37178e-10,4.49395e-17,9.88669e-17,0.727332,2.98738e-06,906,896556,9978.6,19169.6,1587.01,97,8.11776,0.0512376
9574.91,44.4899,107.965,107.965,2.35076e-10,4.61087e-17,1.01439e-16,0.727332,2.89564e-06,385,931012,11010.8,20704.6,1819.79,91,9.10458,0.0542635
2890.51,66.2377,203.838,203.838,7.441e-10,1.52165e-16,3.34763e-16,0.727332,8.74147e-07,1227,3.05794e+06,10354.3,19880.8,1482.88,318,8.45249,0.0453788
6502.62,50.5623,136.082,136.082,3.54622e-10,6.76829e-17,1.48902e-16,0.727332,1.96652e-06,1590,1.35536e+06,9999.18,19254,1496.03,146,8.29863,0.045147
2403.18,70.6913,228.97,228.97,9.15171e-10,1.84968e-16,4.0693e-16,0.727332,7.26768e-07,344,3.69739e+06,10488.9,20107.9,1689.92,380,8.72856,0.0388473
4650.92,56.5592,143.592,143.592,4.06536e-10,9.47345e-17,2.08416e-16,0.727332,1.40653e-06,805,1.90709e+06,6912.44,13287.9,938.094,297,5.79538,0.114482
14618.8,38.7157,90.6309,90.6309,1.68658e-10,3.03852e-17,6.68474e-17,0.727332,4.42102e-06,577,609207,10079.3,19269.8,1651.48,65,8.37412,0.0405826
23732.8,33.013,69.6938,69.6938,1.05023e-10,1.88389e-17,4.14456e-17,0.727332,7.17726e-06,142,374457,10360,20170.3,1555.03,39,8.83268,0.0441544
8512.35,46.2947,121.311,121.311,2.85605e-10,5.1951e-17,1.14292e-16,0.727332,2.5743e-06,896,1.0465e+06,11033,20972.6,1736.22,102,9.00255,0.0276364
5115.77,54.8731,153.792,153.792,4.43843e-10,8.65121e-17,1.90327e-16,0.727332,1.54711e-06,1382,1.73242e+06,10284.2,19621.7,1595.79,182,8.44463,0.0445254
6208.61,51.459,134.31,134.31,3.50788e-10,7.13483e-17,1.56966e-16,0.727332,1.8776e-06,1572,1.43203e+06,9628.78,18462,1477.13,160,7.76029,0.0649068
2315.15,71.4866,225.525,225.525,8.99613e-10,1.91282e-16,4.2082e-16,0.727332,7.00148e-07,2917,3.84461e+06,10994.8,20991.1,1735.59,376,9.03435,0.046331
3776.17,60.5427,170.844,170.844,5.45858e-10,1.16194e-16,2.55628e-16,0.727332,1.14199e-06,626,2.3419e+06,8557.68,16248.1,1273.24,295,7.09776,0.0714743
8772.58,45.6257,114.637,114.637,2.60459e-10,4.9731e-17,1.09408e-16,0.727332,2.653e-06,1375,1.00238e+06,11487.2,21676.9,1860.94,94,9.29835,0.0399405
8358,46.6252,108.684,108.684,2.43058e-10,5.30714e-17,1.16757e-16,0.727332,2.52762e-06,1454,1.06615e+06,7661.04,14542.9,1235.9,150,6.55405,0.114285
7201.35,48.8535,124.679,124.679,3.05696e-10,6.10502e-17,1.34311e-16,0.727332,2.17783e-06,2371,1.21941e+06,7856.38,15246.8,1167.49,167,6.77416,0.0778129
2394.3,70.7243,212.398,212.398,8.17825e-10,1.85227e-16,4.075e-16,0.727332,7.24082e-07,907,3.70513e+06,9967.7,19111.1,1552.53,401,8.17913,0.0654052
6970.1,49.4511,134.016,134.016,3.42746e-10,6.33178e-17,1.39299e-16,0.727332,2.10789e-06,1851,1.26352e+06,9337.67,18191.9,1257.89,146,7.48584,0.0422594
23214.3,33.3885,70.7704,70.7704,1.08075e-10,1.9489e-17,4.28759e-17,0.728232,7.02045e-06,1173,387633,10704.3,20279.2,2183.18,39,9.01371,0.041375
3050.94,65.2305,188.071,188.071,6.5442e-10,1.45329e-16,3.19723e-16,0.727332,9.22663e-07,1420,2.9048e+06,9239.57,17736.7,1459.81,339,7.66754,0.0710362
4895.28,55.8525,157.231,157.231,4.62891e-10,9.12275e-17,2.00701e-16,0.727332,1.48043e-06,599,1.81912e+06,9808.39,18944.2,1522.51,200,8.21193,0.0491182
4545.36,56.9176,167.047,167.047,5.11719e-10,9.65471e-17,2.12404e-16,0.727332,1.37461e-06,1317,1.94314e+06,10705.4,20343.7,1564.7,196,8.7355,0.0322959
9641.97,44.5584,111.24,111.24,2.46041e-10,4.63219e-17,1.01908e-16,0.727332,2.91592e-06,1032,912816,9371.65,18591.3,1408.69,105,8.04992,0.0527195
8439.72,46.3689,122.576,122.576,2.90318e-10,5.22012e-17,1.14843e-16,0.727332,2.55234e-06,897,1.0369e+06,9996.66,19731,1246.13,112,8.28966,0.0318058
5439.57,53.7812,145.993,145.993,4.06409e-10,8.145e-17,1.7919e-16,0.727332,1.64503e-06,910,1.62057e+06,10301.8,20212.5,1305.1,170,8.39678,0.0525587
3580.69,61.7072,188.382,188.382,6.38085e-10,1.23029e-16,2.70664e-16,0.727332,1.08287e-06,585,2.47047e+06,10301.4,19689.6,1621.66,258,8.49874,0.0360567
7125.19,49.0317,125.428,125.428,3.09016e-10,6.17207e-17,1.35786e-16,0.727332,2.1548e-06,1463,1.23553e+06,9140.44,17485,1396.34,146,7.82198,0.067279
6039.5,52.0865,136.808,136.808,3.62812e-10,7.39902e-17,1.62778e-16,0.727332,1.82646e-06,2342,1.46496e+06,10394,20292.9,1674.01,152,8.61523,0.0585031
6467.14,50.6701,138.236,138.236,3.6346e-10,6.81167e-17,1.49857e-16,0.727332,1.95579e-06,598,1.36826e+06,7988.62,15146.9,1247.89,185,6.72205,0.0563011
7414.4,48.4947,121.72,121.72,2.93794e-10,5.97148e-17,1.31373e-16,0.728232,2.24226e-06,1397,1.18618e+06,11041.4,21626.1,1532.83,116,9.09154,0.0584076
19066.3,35.4618,78.6708,78.6708,1.30542e-10,2.33497e-17,5.13692e-17,0.727332,5.76602e-06,695,471121,10756.2,20425,1732.81,47,9.02163,0.0353258
5660.56,52.8791,141.02,141.02,3.82571e-10,7.74195e-17,1.70323e-16,0.727332,1.71186e-06,316,1.55946e+06,10291.7,19685.8,1493.83,163,8.53929,0.0569846
6478.41,50.7022,137.925,137.925,3.6235e-10,6.82464e-17,1.50142e-16,0.727332,1.9592e-06,842,1.36404e+06,10611.6,20357.1,1581.82,139,8.86633,0.0369729
5494.88,53.3656,153.093,153.093,4.34724e-10,7.95763e-17,1.75068e-16,0.727332,1.66176e-06,1153,1.6003e+06,9684.01,18524.2,1415.51,178,8.07471,0.0340973
6914.93,49.5846,130.749,130.749,3.30736e-10,6.38323e-17,1.40431e-16,0.727332,2.09121e-06,691,1.27535e+06,8823.39,17147.9,1180.09,156,7.37081,0.0586775
3780.06,60.7687,181.454,181.454,5.98606e-10,1.175e-16,2.58501e-16,0.727332,1.14316e-06,1294,2.33892e+06,10881.6,21008.9,1729.41,232,8.92542,0.0371008
7924.18,47.3338,120.61,120.61,2.86294e-10,5.55282e-17,1.22162e-16,0.727332,2.39643e-06,341,1.11056e+06,7726.55,14851,1183.52,155,6.82242,0.073349
17170.7,36.6656,81.5761,81.5761,1.4016e-10,2.58094e-17,5.67806e-17,0.727332,5.19276e-06,920,515686,10104.1,19464.5,1567.4,55,8.66215,0.0520693
2811.03,66.9294,193.173,193.173,6.90044e-10,1.56982e-16,3.4536e-16,0.727332,8.50109e-07,768,3.14622e+06,9424.07,18042.3,1441.3,360,7.90109,0.0737347
4485.35,57.2279,170.621,170.621,5.29665e-10,9.81345e-17,2.15896e-16,0.727332,1.35646e-06,692,1.97639e+06,10744.8,20422.6,1662.6,198,8.73782,0.0273764
11625.5,41.7006,99.8316,99.8316,2.02359e-10,3.79687e-17,8.35312e-17,0.728232,3.51578e-06,1434,764844,9224.38,17571.3,1478.17,89,7.61596,0.0592639
6771.72,49.7386,128.226,128.226,3.21708e-10,6.44286e-17,1.41743e-16,0.727332,2.0479e-06,510,1.30087e+06,10237.6,19275.6,1604.09,137,8.39946,0.0590635
4257.46,58.5805,159.679,159.679,4.85176e-10,1.05259e-16,2.3157e-16,0.727332,1.28754e-06,1389,2.09286e+06,10734.4,20816.3,1745.98,210,8.87314,0.0648832
12339.2,40.8758,92.1407,92.1407,1.77648e-10,3.57599e-17,7.86719e-17,0.727332,3.73161e-06,781,713663,7080.28,13775,911.908,109,5.93032,0.108938
3905.24,60.0488,161.161,161.161,4.98071e-10,1.13374e-16,2.49422e-16,0.727332,1.18102e-06,1050,2.26514e+06,9045.71,17329,1478.13,270,7.60848,0.086031
5548.33,53.3608,146.484,146.484,4.06861e-10,7.95549e-17,1.75021e-16,0.727332,1.67792e-06,687,1.60083e+06,10032.3,19087,1516.35,172,8.21114,0.0488264
6302.14,51.069,134.539,134.539,3.5035e-10,6.97384e-17,1.53424e-16,0.727332,1.90589e-06,2155,1.40261e+06,10764.7,20613.5,1645,140,8.90424,0.0511234
4630.32,56.6506,149.206,149.206,4.30955e-10,9.51949e-17,2.09429e-16,0.727332,1.4003e-06,1300,1.90832e+06,8172.13,15570.9,1290.78,252,6.95869,0.0898595
17788.1,36.3092,76.7493,76.7493,1.27283e-10,2.50639e-17,5.51406e-17,0.727332,5.37947e-06,1809,497337,10713.3,21060.7,1554.3,50,9.01864,0.0740563
25783.2,32.1974,66.2856,66.2856,9.62031e-11,1.74768e-17,3.84489e-17,0.728232,7.79733e-06,1175,347097,8949.62,17116.6,1541.43,42,7.81806,0.0713851
8694.57,45.9752,112.637,112.637,2.54643e-10,5.08828e-17,1.11942e-16,0.727332,2.62941e-06,2419,1.02413e+06,9509.56,18160.1,1390.62,116,7.93286,0.0701049
5580.29,53.3164,137.887,137.887,3.71418e-10,7.93562e-17,1.74584e-16,0.727332,1.68759e-06,871,1.59575e+06,10810.2,20402.7,1843.41,159,8.9282,0.0684972
11460.4,42.1945,106.716,106.716,2.2497e-10,3.93338e-17,8.65343e-17,0.727332,3.46586e-06,997,775814,10612.5,21016.6,1498.71,79,8.78919,0.020295
4096.91,59.107,170.524,170.524,5.37831e-10,1.08122e-16,2.37869e-16,0.727332,1.23898e-06,1970,2.16224e+06,10397.8,20128.1,1504.32,224,8.62992,0.0471813
6691.79,50.0745,135.447,135.447,3.50437e-10,6.5743e-17,1.44635e-16,0.727332,2.02373e-06,845,1.30815e+06,9699.39,18764.8,1416.01,146,8.25567,0.0430534
42083.5,27.2288,51.4325,51.4325,6.04674e-11,1.05702e-17,2.32545e-17,0.728232,1.27269e-05,670,209437,11324.1,22134,1657.95,20,9.09854,0.0265932
19236.4,35.1263,78.7793,78.7793,1.30192e-10,2.26933e-17,4.99252e-17,0.727332,5.81747e-06,983,457542,9791.44,18915.2,1400.74,50,8.06819,0.0360899
12512.4,40.7884,96.6226,96.6226,1.90562e-10,3.55312e-17,7.81687e-17,0.727332,3.78398e-06,984,715115,8930.26,16865.9,1578.65,86,7.37567,0.0617026
9327.01,44.7343,118.236,118.236,2.70143e-10,4.68727e-17,1.0312e-16,0.728232,2.82067e-06,1348,944320,10821.5,20754.9,1458.24,94,8.94287,0.0163936
167147,16.8992,24.1653,24.1653,1.53416e-11,2.52695e-18,5.55928e-18,0.729669,5.05485e-05,832,52657,11217.2,21100,1005.4,5,9.16647,0
21347,33.909,63.8864,63.8864,9.34158e-11,2.04148e-17,4.49126e-17,0.727332,6.45574e-06,1288,411075,5466.53,10454.9,775.469,81,4.79611,0.20233
26730.9,31.5524,63.6169,63.6169,8.95416e-11,1.64473e-17,3.61841e-17,0.728232,8.08394e-06,607,331244,9958.97,18990.6,1287.28,36,8.34601,0.0666124
4411.6,57.5206,162.084,162.084,4.91667e-10,9.96481e-17,2.19226e-16,0.727332,1.33415e-06,372,1.99829e+06,11061.3,21075.2,1724.88,195,9.01061,0.0470821
10084.6,43.694,102.553,102.553,2.15666e-10,4.36782e-17,9.60921e-17,0.727332,3.04977e-06,1422,880207,10301.1,19586.3,1556.03,92,8.4535,0.0726935
9305.35,44.9946,102.3,102.3,2.18043e-10,4.76958e-17,1.04931e-16,0.727332,2.81412e-06,585,960228,8453.21,16090.7,1365.52,122,7.35037,0.112815
10306.1,43.4766,95.6902,95.6902,1.939e-10,4.30293e-17,9.46645e-17,0.727332,3.11675e-06,1091,858966,10064.2,19335.8,1633.3,92,8.56971,0.10885
15351.6,38.2872,86.5556,86.5556,1.56538e-10,2.93872e-17,6.46519e-17,0.727332,4.64263e-06,606,582439,11842.5,23121.9,1895.68,53,9.35173,0.0381249
17275.8,36.556,74.5931,74.5931,1.22371e-10,2.55786e-17,5.62729e-17,0.727332,5.22452e-06,806,515659,8166.06,15323.3,1409.01,68,6.93068,0.129903
7250.49,48.9842,126.773,126.773,3.13846e-10,6.15413e-17,1.35391e-16,0.727332,2.19269e-06,1144,1.2099e+06,10050.5,20027.4,1448.15,130,8.31382,0.0533039
8634.58,45.9943,115.825,115.825,2.65585e-10,5.0946e-17,1.12081e-16,0.727332,2.61127e-06,1159,1.02539e+06,10920.7,20926.3,1582.87,101,8.99439,0.045217
4535.41,56.9002,160.435,160.435,4.81566e-10,9.64583e-17,2.12208e-16,0.727332,1.3716e-06,626,1.94942e+06,9392.67,17939.1,1316.54,223,7.81917,0.0554532
