Weight (cm-3),Equiv. Sphere Diameter (nm),Collision Diameter (nm),Mobility Diameter (nm),Surface Area (cm2),Volume (cm3),Mass (g),Age (s),Stat. Weight (-),Num coags (-),silica,Number of Si Atoms,Number of O Atoms,Number of OH Atoms,Number of Primaries,Avg. Primary Diameter,Avg. Sintering Level,Avg. Si:O Ratio
146484,9.72948,9.72948,9.72948,2.97392e-12,4.82246e-19,1.06094e-18,1,0.2,2,10535,10535,20210,1166,1,9.72948,0,0.492842
28170.1,16.8266,24.0615,24.0615,1.52101e-11,2.49452e-18,5.48795e-18,1,0.0384615,3,54782,10956.4,21135.2,897.6,5,9.14776,0,0.497277
122070,10.3404,10.8054,10.8054,3.58823e-12,5.78906e-19,1.27359e-18,1,0.166667,4,12642,6321,12112,721,2,7.71468,0.69047,0.492558
19274.3,19.1149,28.5028,28.5028,2.0901e-11,3.6569e-18,8.04519e-18,1,0.0263158,7,80066,11438,21993.1,1127.14,7,9.49672,0.0553938,0.494717
73242.2,12.2558,14.2967,14.2967,5.94534e-12,9.63884e-19,2.12054e-18,1,0.1,5,21070,10535,20205,1147,2,9.54478,0,0.493396
9897.59,23.8658,38.9482,38.9482,3.73052e-11,7.11749e-18,1.56585e-17,1,0.0135135,16,155918,11137,21418.7,1072,14,9.44665,0.11066,0.495182
33291.9,15.9375,21.37,21.37,1.23898e-11,2.11964e-18,4.66321e-18,1,0.0454545,7,46354,9270.8,17779.6,996,5,8.86166,0.142716,0.493769
23626.5,17.8675,25.3108,25.3108,1.69099e-11,2.98671e-18,6.57076e-18,1,0.0322581,7,65317,13063.4,25099.6,1358.8,5,10.2956,0.0200109,0.493734
16276,20.2277,31.3152,31.3152,2.47603e-11,4.33351e-18,9.53372e-18,1,0.0222222,8,94815,10535,20233.8,1085.56,9,9.38421,0.0739399,0.494152
104632,10.8852,11.6771,11.6771,4.13588e-12,6.75316e-19,1.48569e-18,1,0.142857,3,14749,7374.5,14132,837,2,8.62,0.515379,0.492651
31844.4,16.1692,22.0507,22.0507,1.30806e-11,2.21344e-18,4.86957e-18,1,0.0434783,5,48461,9692.2,18619.2,972,5,9.28617,0.103837,0.494722
28170.1,16.8486,23.8337,23.8337,1.50045e-11,2.50434e-18,5.50955e-18,1,0.0384615,10,54782,10956.4,21042,1138.4,5,9.27728,0.0230468,0.493968
11813.3,22.5015,36.1263,36.1263,3.23586e-11,5.96532e-18,1.31237e-17,1,0.016129,8,130634,10886.2,20934.5,1062.67,12,9.5154,0.0972581,0.494889
104632,10.8845,11.6231,11.6231,4.10711e-12,6.75186e-19,1.48541e-18,1,0.142857,5,14749,7374.5,14133,831,2,8.02049,0.545378,0.492816
61035.2,13.0229,15.1916,15.1916,6.7129e-12,1.15644e-18,2.54418e-18,1,0.0833333,3,25284,12642,24280,1336,2,10.3043,0,0.49352
16646,20.0707,28.8071,28.8071,2.17612e-11,4.2334e-18,9.31349e-18,1,0.0227273,2,92708,10300.9,19811.6,1002.67,9,9.02249,0.194146,0.494897
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
52315.8,13.7085,16.8207,16.8207,8.02436e-12,1.34887e-18,2.96752e-18,1,0.0714286,4,29498,9832.67,18872,1042.67,3,8.85592,0.138182,0.49374
52315.8,13.7074,15.9901,15.9901,7.43711e-12,1.34855e-18,2.9668e-18,1,0.0714286,5,29498,14749,28337,1524,2,10.8796,0,0.493922
104632,10.8849,11.6704,11.6704,4.13232e-12,6.75266e-19,1.48559e-18,1,0.142857,3,14749,7374.5,14131,836,2,8.4513,0.518926,0.492717
52315.8,13.7057,15.9881,15.9881,7.43524e-12,1.34804e-18,2.96568e-18,1,0.0714286,4,29498,14749,28334,1507,2,10.6413,0,0.494253
9390.02,24.2909,38.9752,38.9752,3.7675e-11,7.50466e-18,1.65103e-17,1,0.0128205,8,164346,10271.6,19754.4,1000.62,16,9.18935,0.15779,0.494899
34877.2,15.6923,20.363,20.363,1.14355e-11,2.0233e-18,4.45125e-18,1,0.047619,7,44247,11061.8,21243,1161.5,4,9.6533,0.125771,0.493729
5506.93,29.0235,53.7885,53.7885,6.67665e-11,1.28011e-17,2.81624e-17,1,0.0075188,9,280231,11676.3,22457.7,1150.92,24,9.69791,0.0760413,0.494578
61035.2,13.0212,15.1896,15.1896,6.71109e-12,1.15598e-18,2.54315e-18,1,0.0833333,5,25284,12642,24301,1298,2,10.2029,0,0.493847
34877.2,15.6733,21.3816,21.3816,1.22968e-11,2.01595e-18,4.43508e-18,1,0.047619,9,44247,8849.4,17099.6,715.6,5,8.4105,0.103058,0.496733
17033.1,19.9177,28.7194,28.7194,2.1579e-11,4.13731e-18,9.10208e-18,1,0.0232558,7,90601,11325.1,21785.8,1099.5,8,9.38649,0.15512,0.494866
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
15922.2,20.3696,32.0135,32.0135,2.56828e-11,4.42534e-18,9.73576e-18,1,0.0217391,6,96922,10769.1,20740.4,1017.33,9,9.13034,0.0515999,0.494955
22194.6,18.2379,26.4119,26.4119,1.82111e-11,3.17633e-18,6.98792e-18,1,0.030303,10,69531,11588.5,22284.3,1148,6,9.83412,0.052222,0.494552
18310.5,19.4412,28.1849,28.1849,2.0727e-11,3.8474e-18,8.46428e-18,1,0.025,7,84280,10535,20273.5,1003.25,8,9.43243,0.145748,0.495141
56340.1,13.3737,15.6008,15.6008,7.07942e-12,1.25244e-18,2.75536e-18,1,0.0769231,3,27391,13695.5,26322,1415,2,10.6078,0,0.493763
183105,9.03579,9.03579,9.03579,2.56497e-12,3.86276e-19,8.49806e-19,1,0.25,2,8428,8428,16132,1004,1,9.03579,0,0.49183
73242.2,12.2544,14.2951,14.2951,5.94401e-12,9.63559e-19,2.11983e-18,1,0.1,4,21070,10535,20233,1108,2,9.27594,0,0.493651
26157.9,17.2709,24.6764,24.6764,1.60041e-11,2.69741e-18,5.9343e-18,1,0.0357143,11,58996,9832.67,18872.7,1037.67,6,9.02402,0.0783029,0.493847
10614.8,23.3141,34.9808,34.9808,3.13837e-11,6.6352e-18,1.45974e-17,1,0.0144928,14,145383,11183.3,21519.7,1056.92,13,9.51207,0.206738,0.495349
10614.8,23.3191,36.9372,36.9372,3.40566e-11,6.63945e-18,1.46068e-17,1,0.0144928,9,145383,11183.3,21512.2,1089.54,13,9.59535,0.132806,0.4948
244141,8.21442,8.21442,8.21442,2.11985e-12,2.90222e-19,6.38489e-19,1,0.333333,1,6321,6321,12062,828,1,8.21442,0,0.49038
14085,21.2214,33.9456,33.9456,2.86228e-11,5.00403e-18,1.10089e-17,1,0.0192308,12,109564,9960.36,19142.9,988.909,11,9.16247,0.0811258,0.494757
13079,21.7541,33.5516,33.5516,2.84767e-11,5.39043e-18,1.18589e-17,1,0.0178571,11,117992,9832.67,18898.3,985,12,8.82849,0.151447,0.494518
45776.4,14.3284,16.7145,16.7145,8.12621e-12,1.54025e-18,3.38855e-18,1,0.0625,5,33712,16856,32418,1674,2,11.3528,0,0.494427
26157.9,17.2636,24.724,24.724,1.6047e-11,2.694e-18,5.92679e-18,1,0.0357143,6,58996,9832.67,18912,956.333,6,9.1622,0.0737224,0.494891
73242.2,12.2522,14.2474,14.2474,5.91369e-12,9.63026e-19,2.11866e-18,1,0.1,5,21070,10535,20212,1107,2,9.27423,0.0182954,0.49416
56340.1,13.3745,16.4828,16.4828,7.68838e-12,1.25266e-18,2.75586e-18,1,0.0769231,5,27391,9130.33,17527.3,968.667,3,9.0278,0.122496,0.493638
61035.2,13.0204,16.0333,16.0333,7.27775e-12,1.15577e-18,2.54269e-18,1,0.0833333,3,25284,8428,16180,879.333,3,8.75125,0.125396,0.49404
26157.9,17.2562,22.4536,22.4536,1.38852e-11,2.69052e-18,5.91914e-18,1,0.0357143,4,58996,11799.2,22752.8,1038.4,5,9.88698,0.214187,0.495948
66583.8,12.6484,14.7548,14.7548,6.33237e-12,1.05952e-18,2.33094e-18,1,0.0909091,5,23177,11588.5,22262,1198,2,9.50248,0,0.493968
104632,10.8818,11.7261,11.7261,4.1613e-12,6.74686e-19,1.48431e-18,1,0.142857,1,14749,7374.5,14141,804,2,8.44853,0.486034,0.493443
33291.9,15.9365,21.4784,21.4784,1.24839e-11,2.11924e-18,4.66233e-18,1,0.0454545,5,46354,11588.5,22263.5,1200.5,4,9.91039,0.0247712,0.493884
14361.2,21.0788,32.2423,32.2423,2.64066e-11,4.90385e-18,1.07885e-17,1,0.0196078,12,107457,10745.7,20687.2,1003.2,10,9.27995,0.120265,0.495413
146484,9.72947,9.72947,9.72947,2.97392e-12,4.82245e-19,1.06094e-18,1,0.2,3,10535,10535,20212,1164,1,9.72947,0,0.492842
16276,20.2286,31.1966,31.1966,2.46204e-11,4.33409e-18,9.535e-18,1,0.0222222,4,94815,10535,20227.6,1096.44,9,9.37119,0.0797123,0.494044
23626.5,17.8629,24.5331,24.5331,1.61345e-11,2.98437e-18,6.56562e-18,1,0.0322581,7,65317,9331,17928.9,944,7,9.00066,0.206472,0.494414
7961.11,25.662,43.9053,43.9053,4.62989e-11,8.8485e-18,1.94667e-17,1,0.0108696,7,193844,11402.6,21941.2,1085.29,17,9.63145,0.0948081,0.495195
19274.3,19.1097,28.007,28.007,2.03553e-11,3.65392e-18,8.03863e-18,1,0.0263158,5,80066,11438,22028.3,1060.86,7,9.54121,0.0856017,0.495384
25255.9,17.4721,24.1794,24.1794,1.56131e-11,2.79278e-18,6.14411e-18,1,0.0344828,7,61103,8729,16775.7,890.286,7,8.47754,0.191728,0.494113
8616.73,24.9975,42.9933,42.9933,4.42792e-11,8.17881e-18,1.79934e-17,1,0.0117647,12,179095,10535,20260.4,1029.76,17,9.31754,0.0890793,0.494831
31844.4,16.1643,21.8671,21.8671,1.29156e-11,2.2114e-18,4.86508e-18,1,0.0434783,6,48461,12115.2,23337.5,1115.5,4,9.93497,0.0150958,0.49545
30517.6,16.3976,21.6392,21.6392,1.28056e-11,2.30857e-18,5.07884e-18,1,0.0416667,6,50568,12642,24352.5,1183.5,4,10.061,0.0802226,0.495066
91552.7,11.3799,12.5617,12.5617,4.71838e-12,7.71647e-19,1.69762e-18,1,0.125,3,16856,8428,16153,949,2,8.75689,0.332315,0.492808
13819.3,21.351,34.7843,34.7843,2.97806e-11,5.09627e-18,1.12118e-17,1,0.0188679,10,111671,12407.9,23878,1168,9,10.1059,0.000280818,0.495404
43083.6,14.6271,18.4553,18.4553,9.52605e-12,1.63861e-18,3.60495e-18,1,0.0588235,5,35819,11939.7,22924,1276.67,3,10.0836,0.0398944,0.493361
29296.9,16.6384,22.9966,22.9966,1.4132e-11,2.41177e-18,5.3059e-18,1,0.04,10,52675,7525,14415.1,858.286,7,7.86718,0.194165,0.492686
17863.9,19.6111,29.5667,29.5667,2.23669e-11,3.94915e-18,8.68814e-18,1,0.0243902,6,86387,12341,23711.1,1272.86,7,9.9815,0.03653,0.493956
36621.1,15.4379,19.7068,19.7068,1.07986e-11,1.9265e-18,4.23829e-18,1,0.05,6,42140,14046.7,26992,1447.33,3,10.5935,0,0.493917
9897.59,23.8707,37.7794,37.7794,3.56422e-11,7.12191e-18,1.56682e-17,1,0.0135135,8,155918,11137,21418.3,1097,14,9.5589,0.149264,0.494642
122070,10.3401,10.7646,10.7646,3.56786e-12,5.78855e-19,1.27348e-18,1,0.166667,4,12642,6321,12112,719,2,7.71434,0.716102,0.492635
122070,10.3403,10.8187,10.8187,3.59484e-12,5.78885e-19,1.27355e-18,1,0.166667,2,12642,6321,12109,723,2,7.71446,0.682005,0.492597
122070,10.3359,10.3359,10.3359,3.35621e-12,5.78159e-19,1.27195e-18,1,0.166667,3,12642,12642,24296,1316,1,10.3359,0,0.493597
28170.1,16.8365,23.3037,23.3037,1.45015e-11,2.49891e-18,5.4976e-18,1,0.0384615,4,54782,10956.4,21100.8,998.4,5,9.45512,0.0705591,0.495783
73242.2,12.2496,14.2896,14.2896,5.93936e-12,9.62429e-19,2.11734e-18,1,0.1,2,21070,10535,20251,1047,2,9.27127,0,0.494647
34877.2,15.6741,21.2422,21.2422,1.2177e-11,2.01626e-18,4.43578e-18,1,0.047619,9,44247,8849.4,17083.6,735.6,5,8.08102,0.118081,0.496622
122070,10.3399,10.7238,10.7238,3.54758e-12,5.78825e-19,1.27341e-18,1,0.166667,3,12642,6321,12115,715,2,7.71414,0.742025,0.492673
27126.7,17.0561,24.0573,24.0573,1.53095e-11,2.598e-18,5.7156e-18,1,0.037037,9,56889,11377.8,21871.6,1121.6,5,9.75208,0.0292912,0.494833
28170.1,16.8536,23.5028,23.5028,1.46953e-11,2.50656e-18,5.51444e-18,1,0.0384615,2,54782,9130.33,17509,1002,6,8.9139,0.126572,0.493238
43083.6,14.6249,17.708,17.708,8.9526e-12,1.63785e-18,3.60328e-18,1,0.0588235,5,35819,11939.7,22942,1240,3,9.47251,0.186531,0.493742
45776.4,14.332,18.2951,18.2951,9.3069e-12,1.54142e-18,3.39113e-18,1,0.0625,4,33712,11237.3,21570.7,1185.33,3,9.7696,0,0.493818
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
33291.9,15.9284,21.6752,21.6752,1.26526e-11,2.11599e-18,4.65518e-18,1,0.0454545,6,46354,11588.5,22303,1100,4,9.78149,0,0.495172
91552.7,11.3781,12.6367,12.6367,4.76032e-12,7.71274e-19,1.6968e-18,1,0.125,1,16856,8428,16162,926,2,8.75519,0.29416,0.493212
20345.1,18.7665,27.2522,27.2522,1.93617e-11,3.46057e-18,7.61326e-18,1,0.0277778,3,75852,9481.5,18254.8,874.5,8,8.92962,0.142884,0.495655
104632,10.882,11.6428,11.6428,4.11709e-12,6.7473e-19,1.48441e-18,1,0.142857,2,14749,7374.5,14146,801,2,8.44871,0.532756,0.493377
20345.1,18.7808,28.4453,28.4453,2.06549e-11,3.46847e-18,7.63063e-18,1,0.0277778,2,75852,10836,20805.1,1141.43,7,9.4711,0.0287517,0.493745
23626.5,17.8439,24.6674,24.6674,1.62584e-11,2.97487e-18,6.54472e-18,1,0.0322581,7,65317,13063.4,25224.4,1056.8,5,9.98894,0.0733247,0.497063
27126.7,17.0574,21.7908,21.7908,1.31983e-11,2.59858e-18,5.71687e-18,1,0.037037,8,56889,9481.5,18217.7,950.333,6,9.06037,0.316313,0.494653
30517.6,16.4015,21.5955,21.5955,1.27684e-11,2.3102e-18,5.08245e-18,1,0.0416667,4,50568,10113.6,19448.8,1003.6,5,9.09202,0.18564,0.494495
31844.4,16.1766,21.9488,21.9488,1.2993e-11,2.21647e-18,4.87624e-18,1,0.0434783,9,48461,9692.2,18597.2,1040,5,9.05409,0.115418,0.493563
15583.4,20.5227,32.0778,32.0778,2.58567e-11,4.52589e-18,9.95695e-18,1,0.0212766,3,99029,11003.2,21132.2,1132.67,9,9.74049,0.0596738,0.494196
21541.8,18.4161,24.623,24.623,1.64725e-11,3.27033e-18,7.19474e-18,1,0.0294118,9,71638,10234,19690.6,978.571,7,9.48682,0.259963,0.495134
183105,9.03579,9.03579,9.03579,2.56497e-12,3.86276e-19,8.49806e-19,1,0.25,2,8428,8428,16132,1004,1,9.03579,0,0.49183
22888.2,18.0583,25.9759,25.9759,1.76744e-11,3.08342e-18,6.78352e-18,1,0.03125,10,67424,9632,18487.7,1023.71,7,9.00733,0.119193,0.493659
29296.9,16.6167,21.3948,21.3948,1.26731e-11,2.40232e-18,5.2851e-18,1,0.04,4,52675,13168.8,25367,1185.5,4,10.1928,0.147301,0.495951
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
7709.7,25.9404,45.3145,45.3145,4.88084e-11,9.13966e-18,2.01073e-17,1,0.0105263,8,200165,10535,20256.1,1028.21,19,9.387,0.0933466,0.494965
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
29296.9,16.6236,23.531,23.531,1.46209e-11,2.40535e-18,5.29177e-18,1,0.04,2,52675,10535,20258.8,1028.4,5,9.47127,0.0216297,0.494898
73242.2,12.2566,14.2977,14.2977,5.9461e-12,9.64069e-19,2.12095e-18,1,0.1,5,21070,10535,20201,1158,2,9.68459,0,0.493235
28170.1,16.85,23.3957,23.3957,1.45933e-11,2.50495e-18,5.51088e-18,1,0.0384615,8,54782,9130.33,17520.7,970,6,8.73463,0.13542,0.493781
33291.9,15.9318,18.7175,18.7175,1.01544e-11,2.11735e-18,4.65818e-18,1,0.0454545,5,46354,11588.5,22284.5,1144,4,9.98888,0.419734,0.494633
27126.7,17.0515,23.2035,23.2035,1.44997e-11,2.59588e-18,5.71093e-18,1,0.037037,6,56889,14222.2,27397,1306.5,4,10.7089,0,0.495488
34877.2,15.6897,19.2002,19.2002,1.04692e-11,2.0223e-18,4.44905e-18,1,0.047619,6,44247,8849.4,16994.4,913.6,5,8.80776,0.370647,0.494159
81380.2,11.8268,13.7963,13.7963,5.53639e-12,8.66162e-19,1.90556e-18,1,0.111111,2,18963,9481.5,18221,946,2,9.02196,0,0.494678
26157.9,17.2586,23.4244,23.4244,1.47964e-11,2.69164e-18,5.92162e-18,1,0.0357143,7,58996,11799.2,22712.4,1094,5,9.85717,0.11469,0.495631
122070,10.3358,10.3358,10.3358,3.35611e-12,5.78135e-19,1.2719e-18,1,0.166667,2,12642,12642,24294,1316,1,10.3358,0,0.493635
66583.8,12.6519,14.6951,14.6951,6.29483e-12,1.06038e-18,2.33283e-18,1,0.0909091,4,23177,11588.5,22253,1240,2,10.0326,0.0250404,0.493275
14648.4,20.9532,32.2648,32.2648,2.63553e-11,4.81671e-18,1.05968e-17,1,0.02,7,105350,11705.6,22474.9,1227.56,9,9.93465,0.0820192,0.493854
18780,19.2715,27.3292,27.3292,1.97037e-11,3.74753e-18,8.24456e-18,1,0.025641,6,82173,10271.6,19802,909,8,8.90774,0.184299,0.49595
36621.1,15.4354,19.7035,19.7035,1.07951e-11,1.92554e-18,4.23618e-18,1,0.05,5,42140,14046.7,27018.7,1397.33,3,10.5919,0,0.494322
732422,5.71186,5.71186,5.71186,1.02495e-12,9.75734e-20,2.14661e-19,1,1,0,2107,2107,3960,398,1,5.71186,0,0.483479
91552.7,11.3571,12.3683,12.3683,4.6052e-12,7.67004e-19,1.68741e-18,1,0.125,5,16856,8428,16322,609,2,8.73544,0.417841,0.497785
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
12413.9,22.1417,33.9294,33.9294,2.92159e-11,5.68375e-18,1.25042e-17,1,0.0169492,9,124313,11301.2,21710.4,1174.18,11,9.55975,0.140871,0.493835
33291.9,15.9285,20.333,20.333,1.14958e-11,2.11603e-18,4.65526e-18,1,0.0454545,6,46354,15451.3,29754.7,1451.33,3,10.9717,0,0.49514
17863.9,19.6091,28.3013,28.3013,2.09454e-11,3.94796e-18,8.68551e-18,1,0.0243902,12,86387,10798.4,20741.5,1107.5,8,9.46955,0.153471,0.494227
52315.8,13.6974,16.113,16.113,7.52027e-12,1.34558e-18,2.96029e-18,1,0.0714286,6,29498,7374.5,14197.5,677,4,7.96127,0.415668,0.495781
34877.2,15.692,19.1437,19.1437,1.04239e-11,2.02318e-18,4.451e-18,1,0.047619,3,44247,8849.4,16976.8,944,5,8.73987,0.378917,0.493806
25255.9,17.4605,24.968,24.968,1.63777e-11,2.78722e-18,6.13188e-18,1,0.0344828,10,61103,12220.6,23538.4,1110.4,5,9.70139,0,0.495789
45776.4,14.3345,17.523,17.523,8.72475e-12,1.54223e-18,3.3929e-18,1,0.0625,3,33712,8428,16158,923.5,4,8.59626,0.297056,0.493399
146484,9.72947,9.72947,9.72947,2.97392e-12,4.82245e-19,1.06094e-18,1,0.2,2,10535,10535,20212,1164,1,9.72947,0,0.492842
56340.1,13.3733,16.2311,16.2311,7.51262e-12,1.25233e-18,2.75512e-18,1,0.0769231,8,27391,9130.33,17528,959.333,3,8.91776,0.177828,0.49387
91552.7,11.3572,12.5423,12.5423,4.70274e-12,7.67021e-19,1.68745e-18,1,0.125,3,16856,8428,16311,620,2,8.73549,0.329438,0.497785
146484,9.72947,9.72947,9.72947,2.97392e-12,4.82245e-19,1.06094e-18,1,0.2,3,10535,10535,20212,1164,1,9.72947,0,0.492842
22888.2,18.0518,25.7543,25.7543,1.74456e-11,3.08008e-18,6.77617e-18,1,0.03125,2,67424,9632,18527.1,949.429,7,8.88147,0.134237,0.494543
73242.2,12.2578,14.2991,14.2991,5.94726e-12,9.6435e-19,2.12157e-18,1,0.1,3,21070,10535,20202,1168,2,9.54646,0,0.492981
31844.4,16.177,21.7938,21.7938,1.28557e-11,2.21661e-18,4.87655e-18,1,0.0434783,6,48461,12115.2,23268,1282.5,4,10.0646,0.0258063,0.493483
26157.9,17.2759,23.4347,23.4347,1.48135e-11,2.69973e-18,5.9394e-18,1,0.0357143,6,58996,9832.67,18858.7,1081,6,9.24786,0.183758,0.493121
14947.4,20.8096,33.3537,33.3537,2.76057e-11,4.71838e-18,1.03804e-17,1,0.0204082,2,103243,11471.4,22039.8,1172.22,9,9.87752,0.0232267,0.494203
14947.4,20.8038,32.3633,32.3633,2.63815e-11,4.71439e-18,1.03717e-17,1,0.0204082,10,103243,10324.3,19871.8,990,10,9.11606,0.0956053,0.49489
21541.8,18.4225,23.655,23.655,1.55134e-11,3.27373e-18,7.20221e-18,1,0.0294118,9,71638,10234,19669.1,1036.57,7,8.9704,0.344749,0.49426
73242.2,12.2561,14.2971,14.2971,5.94561e-12,9.6395e-19,2.12069e-18,1,0.1,5,21070,10535,20212,1143,2,9.54519,0,0.493327
25255.9,17.4675,23.0909,23.0909,1.45689e-11,2.79055e-18,6.13921e-18,1,0.0344828,7,61103,10183.8,19598.3,984.667,6,9.29571,0.239317,0.494769
20926.3,18.5962,27.8942,27.8942,1.99587e-11,3.36721e-18,7.40787e-18,1,0.0285714,8,73745,10535,20251.7,1032,7,9.02643,0.0452074,0.494979
122070,10.3401,10.7713,10.7713,3.57121e-12,5.78853e-19,1.27348e-18,1,0.166667,4,12642,6321,12113,718,2,7.71433,0.711811,0.492635
31844.4,16.1713,20.6429,20.6429,1.18489e-11,2.21428e-18,4.87142e-18,1,0.0434783,6,48461,16153.7,31058,1617.33,3,11.1164,0,0.494369
122070,10.3358,10.3358,10.3358,3.35611e-12,5.78135e-19,1.2719e-18,1,0.166667,3,12642,12642,24294,1316,1,10.3358,0,0.493635
43083.6,14.6188,18.1287,18.1287,9.27164e-12,1.63581e-18,3.59878e-18,1,0.0588235,5,35819,8954.75,17203,893.5,4,8.8692,0.254482,0.494833
183105,9.03579,9.03579,9.03579,2.56497e-12,3.86276e-19,8.49806e-19,1,0.25,2,8428,8428,16132,1004,1,9.03579,0,0.49183
244141,8.21442,8.21442,8.21442,2.11985e-12,2.90222e-19,6.38489e-19,1,0.333333,2,6321,6321,12062,828,1,8.21442,0,0.49038
146484,9.72947,9.72947,9.72947,2.97392e-12,4.82245e-19,1.06094e-18,1,0.2,3,10535,10535,20212,1164,1,9.72947,0,0.492842
36621.1,15.4354,20.8444,20.8444,1.17461e-11,1.92554e-18,4.23619e-18,1,0.05,6,42140,10535,20236.5,1074,4,9.49888,0.0196357,0.494357
25255.9,17.4667,23.9274,23.9274,1.53674e-11,2.79016e-18,6.13835e-18,1,0.0344828,6,61103,12220.6,23533.6,1160.8,5,9.83104,0.0936643,0.494873
22888.2,18.0597,25.8826,25.8826,1.758e-11,3.08413e-18,6.78508e-18,1,0.03125,7,67424,11237.3,21576.3,1196.67,6,9.53153,0.0723296,0.49345
61035.2,13.0208,15.1891,15.1891,6.71068e-12,1.15587e-18,2.54291e-18,1,0.0833333,5,25284,12642,24287,1307,2,10.0191,0,0.493944
81380.2,11.8239,12.8084,12.8084,4.9519e-12,8.65529e-19,1.90416e-18,1,0.111111,5,18963,6321,12166.7,596,3,7.41867,0.631325,0.495273
104632,10.8855,11.7131,11.7131,4.15507e-12,6.75369e-19,1.48581e-18,1,0.142857,4,14749,7374.5,14131,840,2,8.45179,0.495455,0.492586
19795.2,18.9471,28.1979,28.1979,2.04761e-11,3.56145e-18,7.83519e-18,1,0.027027,6,77959,12993.2,24966.3,1306.67,6,10.3684,0.00104802,0.494544
45776.4,14.3132,16.6968,16.6968,8.10902e-12,1.53537e-18,3.37781e-18,1,0.0625,2,33712,16856,32577,1334,2,11.3415,0,0.497066
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
38548.5,15.1729,19.3685,19.3685,1.04311e-11,1.82897e-18,4.02373e-18,1,0.0526316,4,40033,13344.3,25650.7,1336,3,10.493,0,0.494479
183105,9.03579,9.03579,9.03579,2.56497e-12,3.86276e-19,8.49806e-19,1,0.25,3,8428,8428,16132,1004,1,9.03579,0,0.49183
29296.9,16.6113,22.0446,22.0446,1.32528e-11,2.4e-18,5.27999e-18,1,0.04,6,52675,8779.17,16928.3,744.167,6,8.55042,0.230808,0.49677
45776.4,14.3325,18.0671,18.0671,9.13362e-12,1.54159e-18,3.39149e-18,1,0.0625,5,33712,11237.3,21578,1182.67,3,9.92938,0.0430624,0.493717
13316.8,21.6268,33.1256,33.1256,2.78542e-11,5.29631e-18,1.16519e-17,1,0.0181818,13,115885,9657.08,18549.5,992,12,8.94836,0.161099,0.494183
19274.3,19.1222,27.0781,27.0781,1.93573e-11,3.66112e-18,8.05447e-18,1,0.0263158,5,80066,10008.2,19212.2,1057.25,8,9.15368,0.186891,0.493759
25255.9,17.4624,24.9707,24.9707,1.63812e-11,2.78811e-18,6.13384e-18,1,0.0344828,5,61103,12220.6,23519.2,1142.4,5,9.73236,0,0.495532
12006.9,22.3806,36.0357,36.0357,3.21504e-11,5.86968e-18,1.29133e-17,1,0.0163934,6,128527,10710.6,20589.5,1056.17,12,9.48899,0.0934978,0.494814
11813.3,22.504,37.5162,37.5162,3.42458e-11,5.96729e-18,1.3128e-17,1,0.016129,8,130634,11875.8,22842.2,1168.91,11,9.77457,0.0271378,0.494597
43083.6,14.6225,17.1781,17.1781,8.55309e-12,1.63707e-18,3.60155e-18,1,0.0588235,5,35819,11939.7,22948.7,1213.33,3,10.1091,0.300042,0.494151
73242.2,12.2577,14.0665,14.0665,5.80276e-12,9.64334e-19,2.12153e-18,1,0.1,4,21070,10535,20213,1157,2,9.68552,0.0957615,0.492981
91552.7,11.3486,12.6812,12.6812,4.77927e-12,7.65282e-19,1.68362e-18,1,0.125,5,16856,8428,16375,492,2,8.25839,0.256341,0.499674
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
73242.2,12.2496,14.5105,14.5105,6.07766e-12,9.62432e-19,2.11735e-18,1,0.1,4,21070,7023.33,13510.7,688.667,3,7.91044,0.268326,0.494624
29296.9,16.6234,22.621,22.621,1.37809e-11,2.40524e-18,5.29153e-18,1,0.04,5,52675,13168.8,25333.5,1274,4,10.3312,0,0.494926
30517.6,16.4054,23.1953,23.1953,1.42149e-11,2.31184e-18,5.08605e-18,1,0.0416667,8,50568,10113.6,19422.8,1053.6,5,9.35853,0.0241047,0.493915
19274.3,19.1165,27.4813,27.4813,1.97884e-11,3.65785e-18,8.04727e-18,1,0.0263158,8,80066,11438,22003.4,1128,7,9.63418,0.120307,0.494479
