Weight (cm-3),Equiv. Sphere Diameter (nm),Collision Diameter (nm),Mobility Diameter (nm),Surface Area (cm2),Volume (cm3),Mass (g),Age (s),Stat. Weight (-),Num coags (-),silica,Number of Si Atoms,Number of O Atoms,Number of OH Atoms,Number of Primaries,Avg. Primary Diameter,Avg. Sintering Level,Avg. Si:O Ratio
45776.4,14.3303,17.2399,17.2399,8.5129e-12,1.54086e-18,3.38989e-18,1,0.0625,5,33712,8428,16203.5,854,4,8.27658,0.345601,0.494094
104632,10.8835,11.5418,11.5418,4.06393e-12,6.75008e-19,1.48502e-18,1,0.142857,2,14749,7374.5,14149,809,2,8.61868,0.591276,0.493014
40690.1,14.9086,19.4226,19.4226,1.03832e-11,1.73503e-18,3.81706e-18,1,0.0555556,4,37926,9481.5,18193.5,1024.5,4,9.01017,0.114953,0.493366
122070,10.3393,10.6894,10.6894,3.53041e-12,5.78731e-19,1.27321e-18,1,0.166667,4,12642,6321,12126,701,2,7.71353,0.763854,0.492789
146484,9.72948,9.72948,9.72948,2.97392e-12,4.82246e-19,1.06094e-18,1,0.2,2,10535,10535,20210,1166,1,9.72948,0,0.492842
15258.8,20.6577,31.9464,31.9464,2.57824e-11,4.6158e-18,1.01548e-17,1,0.0208333,8,101136,12642,24326.8,1194.75,8,9.90581,0.0399705,0.495347
183105,9.03598,9.03598,9.03598,2.56508e-12,3.863e-19,8.49859e-19,1,0.25,2,8428,8428,16134,1004,1,9.03598,0,0.491773
27126.7,17.0566,24.1208,24.1208,1.53703e-11,2.59823e-18,5.7161e-18,1,0.037037,5,56889,11377.8,21873.2,1123.6,5,9.68358,0.0236843,0.494756
6719.47,27.1609,45.7667,45.7667,5.06928e-11,1.04914e-17,2.3081e-17,1,0.00917431,6,229663,10439.2,20065.8,1041.64,22,9.41583,0.155961,0.494575
25255.9,17.4614,23.8565,23.8565,1.52968e-11,2.78764e-18,6.1328e-18,1,0.0344828,6,61103,12220.6,23508.4,1145.2,5,9.83104,0.0996845,0.495692
25255.9,17.4749,23.6744,23.6744,1.51278e-11,2.79412e-18,6.14706e-18,1,0.0344828,7,61103,10183.8,19547.3,1079,6,9.50944,0.186456,0.49373
17863.9,19.5964,26.7983,26.7983,1.9293e-11,3.94029e-18,8.66863e-18,1,0.0243902,3,86387,9598.56,18478,879.333,9,9.06252,0.278424,0.495861
81380.2,11.835,13.2461,13.2461,5.21032e-12,8.67972e-19,1.90954e-18,1,0.111111,5,18963,9481.5,18178,1057,2,9.27362,0.246465,0.49293
40690.1,14.9047,19.0261,19.0261,1.00655e-11,1.73367e-18,3.81408e-18,1,0.0555556,5,37926,12642,24276.7,1313.33,3,10.313,0,0.494021
22888.2,18.0484,24.5645,24.5645,1.62492e-11,3.07831e-18,6.77229e-18,1,0.03125,13,67424,8428,16214.5,810.5,8,8.5119,0.259574,0.495037
23626.5,17.8707,25.4213,25.4213,1.70223e-11,2.9883e-18,6.57426e-18,1,0.0322581,7,65317,9331,17904,1011.14,7,8.94663,0.139653,0.493308
16646,20.0749,28.1854,28.1854,2.10626e-11,4.23602e-18,9.31924e-18,1,0.0227273,9,92708,10300.9,19785.3,1050,9,9.22448,0.231769,0.494395
27126.7,17.0585,23.9944,23.9944,1.52505e-11,2.59908e-18,5.71797e-18,1,0.037037,7,56889,11377.8,21858,1151.2,5,9.52044,0.0352479,0.494489
15922.2,20.3693,31.1159,31.1159,2.46101e-11,4.42516e-18,9.73536e-18,1,0.0217391,6,96922,9692.2,18646.4,933,10,8.77846,0.122224,0.49502
104632,10.8832,11.5556,11.5556,4.07113e-12,6.74949e-19,1.48489e-18,1,0.142857,3,14749,7374.5,14154,802,2,8.61843,0.583163,0.49308
28170.1,16.8444,23.239,23.239,1.44446e-11,2.50245e-18,5.5054e-18,1,0.0384615,6,54782,10956.4,21080,1073.2,5,9.56101,0.0777901,0.494574
12006.9,22.3813,35.7266,35.7266,3.17381e-11,5.87024e-18,1.29145e-17,1,0.0163934,7,128527,9886.69,19009.2,974.923,13,9.04446,0.122753,0.494727
11625.7,22.6279,36.5308,36.5308,3.29959e-11,6.06642e-18,1.33461e-17,1,0.015873,13,132741,10210.8,19620.3,1040.62,13,9.07107,0.108252,0.494211
12006.9,22.3788,34.4381,34.4381,3.0035e-11,5.86828e-18,1.29102e-17,1,0.0163934,9,128527,10710.6,20603,1034.33,12,9.4632,0.154556,0.495005
146484,9.72947,9.72947,9.72947,2.97392e-12,4.82245e-19,1.06094e-18,1,0.2,3,10535,10535,20212,1164,1,9.72947,0,0.492842
52315.8,13.7009,17.076,17.076,8.20548e-12,1.34663e-18,2.9626e-18,1,0.0714286,7,29498,9832.67,18948,913,3,9.36903,0.0826246,0.495074
732422,5.71186,5.71186,5.71186,1.02495e-12,9.75734e-20,2.14661e-19,1,1,0,2107,2107,3960,398,1,5.71186,0,0.483479
24414.1,17.6556,25.247,25.247,1.67458e-11,2.88169e-18,6.33973e-18,1,0.0333333,10,63210,12642,24382.4,1092.8,5,9.91688,0,0.496247
11444.1,22.7384,35.54,35.54,3.17399e-11,6.1557e-18,1.35425e-17,1,0.015625,10,134848,10372.9,19946.5,1001.23,13,9.07931,0.150452,0.495182
81380.2,11.8184,13.7865,13.7865,5.52855e-12,8.64323e-19,1.90151e-18,1,0.111111,2,18963,9481.5,18267,831,2,8.52345,0,0.496466
21541.8,18.4272,26.7442,26.7442,1.86519e-11,3.27625e-18,7.20776e-18,1,0.0294118,9,71638,10234,19648.6,1084,7,9.13012,0.103038,0.493619
29296.9,16.6232,22.6207,22.6207,1.37805e-11,2.40515e-18,5.29133e-18,1,0.04,6,52675,13168.8,25347.5,1259,4,10.0539,0,0.494945
122070,10.3358,10.3358,10.3358,3.35611e-12,5.78135e-19,1.2719e-18,1,0.166667,4,12642,12642,24294,1316,1,10.3358,0,0.493635
34877.2,15.6895,20.3159,20.3159,1.13948e-11,2.02221e-18,4.44887e-18,1,0.047619,3,44247,11061.8,21262,1122.5,4,9.85483,0.131641,0.49417
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
19795.2,18.9515,27.5977,27.5977,1.9828e-11,3.56391e-18,7.8406e-18,1,0.027027,5,77959,12993.2,24962.3,1342.33,6,10.3789,0.0416631,0.493949
73242.2,12.2569,14.298,14.298,5.94637e-12,9.64133e-19,2.12109e-18,1,0.1,5,21070,10535,20210,1152,2,9.2773,0,0.493165
12006.9,22.3707,34.3124,34.3124,2.98652e-11,5.86188e-18,1.28961e-17,1,0.0163934,9,128527,9886.69,19060.6,876.462,13,8.66743,0.175988,0.495895
146484,9.72965,9.72965,9.72965,2.97402e-12,4.8227e-19,1.06099e-18,1,0.2,3,10535,10535,20212,1166,1,9.72965,0,0.492796
66583.8,12.6386,14.0109,14.0109,5.85729e-12,1.05705e-18,2.3255e-18,1,0.0909091,5,23177,7725.67,14890.7,688,3,8.24808,0.532811,0.495913
38548.5,15.1811,19.6207,19.6207,1.06383e-11,1.83193e-18,4.03025e-18,1,0.0526316,4,40033,10008.2,19200,1095.5,4,9.16331,0.136815,0.493127
40690.1,14.9077,18.6649,18.6649,9.78119e-12,1.73472e-18,3.81638e-18,1,0.0555556,7,37926,9481.5,18202,1010.5,4,8.76154,0.226574,0.493507
15583.4,20.5162,31.425,31.425,2.50675e-11,4.52157e-18,9.94745e-18,1,0.0212766,8,99029,11003.2,21144.9,1083.33,9,9.28071,0.0900575,0.495011
81380.2,11.8363,13.5146,13.5146,5.36987e-12,8.6825e-19,1.91015e-18,1,0.111111,2,18963,9481.5,18181,1065,2,9.27467,0.125677,0.492648
36621.1,15.4091,20.2352,20.2352,1.12254e-11,1.91572e-18,4.21458e-18,1,0.05,8,42140,8428,16338,566,5,8.10886,0.191984,0.49858
31844.4,16.1762,21.1781,21.1781,1.23145e-11,2.21629e-18,4.87583e-18,1,0.0434783,4,48461,9692.2,18599.2,1035.2,5,9.16862,0.199295,0.493634
45776.4,14.336,18.162,18.162,9.20681e-12,1.54272e-18,3.39398e-18,1,0.0625,4,33712,11237.3,21564.7,1224.67,3,9.88146,0.0258633,0.493096
81380.2,11.8271,13.7967,13.7967,5.5367e-12,8.66236e-19,1.90572e-18,1,0.111111,3,18963,9481.5,18223,947,2,9.02208,0,0.494601
13316.8,21.6201,35.5088,35.5088,3.09087e-11,5.29138e-18,1.1641e-17,1,0.0181818,15,115885,10535,20263.1,1021.64,11,9.39166,0.0462464,0.494956
56340.1,13.3732,15.6003,15.6003,7.07889e-12,1.2523e-18,2.75505e-18,1,0.0769231,3,27391,13695.5,26329,1403,2,10.6074,0,0.493852
20345.1,18.7722,26.131,26.131,1.8182e-11,3.46372e-18,7.62017e-18,1,0.0277778,7,75852,10836,20835.7,1059.71,7,9.53473,0.180473,0.494898
13563.4,21.4878,33.8812,33.8812,2.872e-11,5.19487e-18,1.14287e-17,1,0.0185185,9,113778,14222.2,27373.8,1358.75,8,10.5275,0.010133,0.494988
73242.2,12.257,14.2981,14.2981,5.94645e-12,9.64154e-19,2.12114e-18,1,0.1,3,21070,10535,20213,1150,2,9.54595,0,0.493142
13563.4,21.4868,33.9215,33.9215,2.87706e-11,5.19418e-18,1.14272e-17,1,0.0185185,7,113778,11377.8,21889.2,1090.8,10,9.69778,0.0746018,0.495117
66583.8,12.652,14.759,14.759,6.336e-12,1.06043e-18,2.33294e-18,1,0.0909091,4,23177,11588.5,22237,1257,2,9.95736,0,0.493254
14361.2,21.0875,31.5595,31.5595,2.55775e-11,4.90995e-18,1.08019e-17,1,0.0196078,7,107457,10745.7,20650.2,1085.6,10,9.18825,0.153088,0.494378
31844.4,16.1801,21.9076,21.9076,1.29578e-11,2.21792e-18,4.87942e-18,1,0.0434783,7,48461,9692.2,18588.8,1070.4,5,9.2923,0.12022,0.493011
183105,9.03579,9.03579,9.03579,2.56497e-12,3.86276e-19,8.49806e-19,1,0.25,3,8428,8428,16132,1004,1,9.03579,0,0.49183
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
11444.1,22.7438,36.6957,36.6957,3.33046e-11,6.16008e-18,1.35522e-17,1,0.015625,2,134848,12258.9,23564.2,1222.73,11,10.0152,0.0695912,0.494572
56340.1,13.379,16.1197,16.1197,7.43703e-12,1.25393e-18,2.75865e-18,1,0.0769231,4,27391,9130.33,17510.7,1017.33,3,8.77323,0.20472,0.492786
81380.2,11.8355,13.4027,13.4027,5.30313e-12,8.6807e-19,1.90975e-18,1,0.111111,3,18963,9481.5,18181,1058,2,9.274,0.175125,0.492827
36621.1,15.4336,19.7081,19.7081,1.07981e-11,1.92486e-18,4.2347e-18,1,0.05,7,42140,10535,20257.5,1041,4,9.27838,0.170364,0.494636
26157.9,17.2762,23.4962,23.4962,1.4872e-11,2.69988e-18,5.93973e-18,1,0.0357143,3,58996,9832.67,18860,1081.67,6,9.11839,0.178272,0.493071
40690.1,14.894,20.2676,20.2676,1.10626e-11,1.72995e-18,3.80589e-18,1,0.0555556,4,37926,9481.5,18268.5,855,4,8.9486,0,0.495804
28170.1,16.8434,23.1639,23.1639,1.43742e-11,2.50201e-18,5.50442e-18,1,0.0384615,5,54782,10956.4,21089.6,1057.2,5,9.48009,0.0848906,0.494717
40690.1,14.909,19.2256,19.2256,1.02257e-11,1.73517e-18,3.81737e-18,1,0.0555556,6,37926,9481.5,18189,1031.5,4,9.02644,0.143038,0.493301
12849.5,21.8762,33.229,33.229,2.81457e-11,5.4817e-18,1.20597e-17,1,0.0175439,6,120099,10918.1,21002.2,1041.82,11,9.43163,0.153589,0.495286
244141,8.21442,8.21442,8.21442,2.11985e-12,2.90222e-19,6.38489e-19,1,0.333333,1,6321,6321,12062,828,1,8.21442,0,0.49038
21541.8,18.4109,26.327,26.327,1.82092e-11,3.26758e-18,7.18868e-18,1,0.0294118,12,71638,14327.6,27589.6,1305.6,5,10.7226,0,0.495847
34877.2,15.6838,20.6811,20.6811,1.17013e-11,2.02001e-18,4.44401e-18,1,0.047619,6,44247,11061.8,21288,1055,4,9.41669,0.0822977,0.495088
33291.9,15.9322,21.1315,21.1315,1.2181e-11,2.11751e-18,4.65852e-18,1,0.0454545,11,46354,9270.8,17806.4,937.6,5,9.06547,0.168251,0.494601
24414.1,17.6649,25.681,25.681,1.7184e-11,2.88623e-18,6.3497e-18,1,0.0333333,16,63210,10535,20247.3,1036.67,6,9.19018,0.0448469,0.494973
45776.4,14.3348,17.8581,17.8581,8.97632e-12,1.54232e-18,3.3931e-18,1,0.0625,5,33712,11237.3,21572,1207.33,3,9.64684,0.0841821,0.493313
56340.1,13.3731,15.6001,15.6001,7.07879e-12,1.25227e-18,2.755e-18,1,0.0769231,5,27391,13695.5,26330,1401,2,10.6073,0,0.49387
244141,8.21442,8.21442,8.21442,2.11985e-12,2.90222e-19,6.38489e-19,1,0.333333,2,6321,6321,12062,828,1,8.21442,0,0.49038
9042.25,24.5948,37.3641,37.3641,3.55839e-11,7.78981e-18,1.71376e-17,1,0.0123457,20,170667,11377.8,21897.2,1075.73,15,9.81989,0.216257,0.49527
104632,10.885,11.6425,11.6425,4.11752e-12,6.75287e-19,1.48563e-18,1,0.142857,4,14749,7374.5,14134,834,2,8.4514,0.534714,0.492684
17033.1,19.9256,28.7471,28.7471,2.16145e-11,4.14219e-18,9.11282e-18,1,0.0232558,9,90601,10066.8,19326.7,1055.78,9,9.2025,0.18549,0.493895
48828.1,14.0197,17.5357,17.5357,8.63781e-12,1.44284e-18,3.17425e-18,1,0.0666667,3,31605,10535,20288.7,990.667,3,9.64327,0.070135,0.495081
27126.7,17.0467,23.197,23.197,1.44917e-11,2.59371e-18,5.70616e-18,1,0.037037,4,56889,14222.2,27426.5,1236.5,4,10.7218,0,0.496188
34877.2,15.6903,19.3997,19.3997,1.0633e-11,2.02251e-18,4.44952e-18,1,0.047619,4,44247,11061.8,21257.5,1132.5,4,9.53064,0.263237,0.494049
12207,22.2575,36.1639,36.1639,3.2233e-11,5.77332e-18,1.27013e-17,1,0.0166667,14,126420,10535,20256.2,1034,12,9.13049,0.0817563,0.494829
17438.6,19.7653,30.4956,30.4956,2.35211e-11,4.04304e-18,8.89469e-18,1,0.0238095,9,88494,11061.8,21253.5,1117,8,9.59719,0.0435844,0.494479
66583.8,12.6478,13.5584,13.5584,5.57788e-12,1.05936e-18,2.33059e-18,1,0.0909091,5,23177,7725.67,14832.7,802.667,3,8.35456,0.677045,0.494116
104632,10.8857,11.7365,11.7365,4.16762e-12,6.75419e-19,1.48592e-18,1,0.142857,3,14749,7374.5,14132,841,2,8.02197,0.482597,0.49252
732422,5.71186,5.71186,5.71186,1.02495e-12,9.75734e-20,2.14661e-19,1,1,0,2107,2107,3960,398,1,5.71186,0,0.483479
146484,9.72948,9.72948,9.72948,2.97392e-12,4.82246e-19,1.06094e-18,1,0.2,3,10535,10535,20210,1166,1,9.72948,0,0.492842
28170.1,16.8462,22.9241,22.9241,1.41527e-11,2.50325e-18,5.50715e-18,1,0.0384615,5,54782,13695.5,26324,1381.5,4,10.5177,0,0.494324
732422,5.71186,5.71186,5.71186,1.02495e-12,9.75734e-20,2.14661e-19,1,1,0,2107,2107,3960,398,1,5.71186,0,0.483479
38548.5,15.1716,20.0095,20.0095,1.09526e-11,1.82848e-18,4.02266e-18,1,0.0526316,5,40033,10008.2,19238.5,992,4,9.10358,0.0817893,0.494711
61035.2,13.0214,15.6543,15.6543,7.0215e-12,1.15605e-18,2.54331e-18,1,0.0833333,5,25284,8428,16158,907.333,3,8.75188,0.212897,0.493867
43083.6,14.6281,18.8553,18.8553,9.83769e-12,1.63893e-18,3.60564e-18,1,0.0588235,3,35819,8954.75,17165.5,989.5,4,9.08243,0.144225,0.493239
40690.1,14.894,18.5141,18.5141,9.65849e-12,1.72994e-18,3.80586e-18,1,0.0555556,6,37926,9481.5,18264,859,4,9.13934,0.24749,0.495817
19274.3,19.1244,27.9053,27.9053,2.02522e-11,3.66236e-18,8.05719e-18,1,0.0263158,10,80066,10008.2,19207.5,1073.75,8,9.15538,0.1347,0.493473
36621.1,15.4411,20.7057,20.7057,1.16312e-11,1.92767e-18,4.24088e-18,1,0.05,5,42140,10535,20211,1139.5,4,9.54464,0.0379215,0.493431
81380.2,11.8251,13.4475,13.4475,5.32741e-12,8.65785e-19,1.90473e-18,1,0.111111,4,18963,9481.5,18250,904,2,9.02276,0.14976,0.495014
183105,9.03579,9.03579,9.03579,2.56497e-12,3.86276e-19,8.49806e-19,1,0.25,2,8428,8428,16132,1004,1,9.03579,0,0.49183
34877.2,15.6759,21.2272,21.2272,1.21648e-11,2.01694e-18,4.43726e-18,1,0.047619,9,44247,8849.4,17068,760.8,5,8.32296,0.119961,0.496354
48828.1,14.0245,16.36,16.36,7.78518e-12,1.44432e-18,3.17749e-18,1,0.0666667,5,31605,15802.5,30390,1584,2,11.0814,0,0.49423
146484,9.72948,9.72948,9.72948,2.97392e-12,4.82246e-19,1.06094e-18,1,0.2,4,10535,10535,20210,1166,1,9.72948,0,0.492842
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
29296.9,16.6282,22.6275,22.6275,1.37888e-11,2.40732e-18,5.29611e-18,1,0.04,7,52675,13168.8,25299,1347,4,10.3152,0,0.494211
17438.6,19.7619,30.4529,30.4529,2.34697e-11,4.04099e-18,8.89018e-18,1,0.0238095,6,88494,12642,24309.1,1235.43,7,10.2219,0,0.4949
19795.2,18.9422,28.0256,28.0256,2.0286e-11,3.5587e-18,7.82915e-18,1,0.027027,6,77959,12993.2,25023.7,1217,6,10.4098,0.011887,0.495154
21541.8,18.4237,25.1549,25.1549,1.70127e-11,3.2744e-18,7.20369e-18,1,0.0294118,4,71638,10234,19658.6,1054,7,9.30423,0.218017,0.494096
11097.3,22.9804,38.5214,38.5214,3.60066e-11,6.35438e-18,1.39796e-17,1,0.0151515,17,139062,11588.5,22264.2,1178.17,12,9.79814,0.042575,0.494341
122070,10.3394,10.7165,10.7165,3.54386e-12,5.78734e-19,1.27322e-18,1,0.166667,4,12642,6321,12124,703,2,7.71355,0.746375,0.492789
56340.1,13.3753,16.1033,16.1033,7.4246e-12,1.25288e-18,2.75633e-18,1,0.0769231,3,27391,9130.33,17522.7,978.667,3,8.77073,0.207466,0.493496
23626.5,17.8566,26.5238,26.5238,1.81344e-11,2.98123e-18,6.5587e-18,1,0.0322581,6,65317,10886.2,20960,1020,6,9.27184,0.00459286,0.495276
9155.27,24.4974,38.8818,38.8818,3.7699e-11,7.69767e-18,1.69349e-17,1,0.0125,11,168560,10535,20260.5,1029.5,16,9.19749,0.17119,0.494833
61035.2,13.0177,15.442,15.442,6.87815e-12,1.15505e-18,2.54112e-18,1,0.0833333,8,25284,8428,16178,862.667,3,8.74939,0.26301,0.494582
11625.7,22.6109,34.0692,34.0692,2.97065e-11,6.05274e-18,1.3316e-17,1,0.015873,8,132741,13274.1,25588.6,1168.8,10,10.343,0.142789,0.496091
12207,22.2603,34.4628,34.4628,2.99876e-11,5.77556e-18,1.27062e-17,1,0.0166667,9,126420,10535,20250.2,1054.17,12,9.47697,0.146185,0.4945
56340.1,13.3737,15.6008,15.6008,7.07937e-12,1.25242e-18,2.75533e-18,1,0.0769231,3,27391,13695.5,26314,1422,2,10.5511,0,0.493781
48828.1,14.032,17.5138,17.5138,8.62543e-12,1.44662e-18,3.18257e-18,1,0.0666667,2,31605,10535,20203.3,1169.33,3,9.46642,0.0775626,0.492919
13819.3,21.3646,34.1855,34.1855,2.90242e-11,5.10602e-18,1.12332e-17,1,0.0188679,9,111671,12407.9,23832.2,1295.56,9,10.1539,0.0256301,0.493792
122070,10.3358,10.3358,10.3358,3.35611e-12,5.78135e-19,1.2719e-18,1,0.166667,2,12642,12642,24294,1316,1,10.3358,0,0.493635
34877.2,15.6829,20.9382,20.9382,1.19199e-11,2.01966e-18,4.44325e-18,1,0.047619,6,44247,8849.4,17013.6,854.4,5,8.85474,0.152761,0.495265
21541.8,18.4193,26.9949,26.9949,1.89108e-11,3.27203e-18,7.19847e-18,1,0.0294118,3,71638,11939.7,22971.3,1164.67,6,9.91941,0.0295733,0.494683
28170.1,16.8452,23.6934,23.6934,1.48706e-11,2.50279e-18,5.50614e-18,1,0.0384615,8,54782,10956.4,21065.2,1092.4,5,9.5361,0.0353396,0.494476
27126.7,17.0465,23.1967,23.1967,1.44913e-11,2.59361e-18,5.70594e-18,1,0.037037,4,56889,14222.2,27392.5,1266.5,4,10.6336,0,0.496258
38548.5,15.1565,19.3475,19.3475,1.04085e-11,1.82303e-18,4.01067e-18,1,0.0526316,3,40033,13344.3,25780,1060,3,10.3056,0,0.497181
146484,9.72947,9.72947,9.72947,2.97392e-12,4.82245e-19,1.06094e-18,1,0.2,3,10535,10535,20212,1164,1,9.72947,0,0.492842
43083.6,14.6255,19.0863,19.0863,1.00182e-11,1.63807e-18,3.60375e-18,1,0.0588235,2,35819,8954.75,17178,961,4,8.83272,0.110322,0.493674
183105,9.03579,9.03579,9.03579,2.56497e-12,3.86276e-19,8.49806e-19,1,0.25,3,8428,8428,16132,1004,1,9.03579,0,0.49183
29296.9,16.6184,21.0646,21.0646,1.23815e-11,2.40307e-18,5.28675e-18,1,0.04,6,52675,8779.17,16899.3,811.333,6,8.4587,0.33449,0.495699
10931.7,23.0896,33.888,33.888,2.97801e-11,6.44538e-18,1.41798e-17,1,0.0149254,8,141169,10083.5,19395.6,974.286,14,9.18181,0.2521,0.495021
66583.8,12.6458,14.8556,14.8556,6.39672e-12,1.05886e-18,2.32949e-18,1,0.0909091,4,23177,7725.67,14838.7,784,3,8.07881,0.300118,0.494517
183105,9.03598,9.03598,9.03598,2.56508e-12,3.863e-19,8.49859e-19,1,0.25,2,8428,8428,16134,1004,1,9.03598,0,0.491773
66583.8,12.6445,14.7502,14.7502,6.32846e-12,1.05854e-18,2.32878e-18,1,0.0909091,7,23177,11588.5,22266,1156,2,9.4997,0,0.49477
12006.9,22.3765,35.2446,35.2446,3.10946e-11,5.86643e-18,1.29061e-17,1,0.0163934,6,128527,10710.6,20617.7,1008.5,12,9.24455,0.122673,0.49526
24414.1,17.6722,24.9852,24.9852,1.64937e-11,2.88981e-18,6.35759e-18,1,0.0333333,4,63210,10535,20225.3,1104,6,9.25632,0.0990365,0.493921
36621.1,15.4285,20.5825,20.5825,1.15228e-11,1.92294e-18,4.23048e-18,1,0.05,6,42140,10535,20290,973,4,9.40434,0.051419,0.495462
732422,5.71186,5.71186,5.71186,1.02495e-12,9.75734e-20,2.14661e-19,1,1,0,2107,2107,3960,398,1,5.71186,0,0.483479
28170.1,16.8488,22.7556,22.7556,1.3998e-11,2.50441e-18,5.50969e-18,1,0.0384615,8,54782,9130.33,17526.7,957.333,6,8.80658,0.193018,0.493959
17033.1,19.9192,31.233,31.233,2.44741e-11,4.13823e-18,9.1041e-18,1,0.0232558,5,90601,10066.8,19343.6,1005.56,9,9.34826,0.0550122,0.494704
29296.9,16.6276,22.586,22.586,1.37506e-11,2.40708e-18,5.29558e-18,1,0.04,5,52675,8779.17,16874,887.333,6,8.38431,0.180896,0.494285
24414.1,17.66,24.5756,24.5756,1.60843e-11,2.88384e-18,6.34446e-18,1,0.0333333,7,63210,10535,20269,985.333,6,9.33041,0.130842,0.495664
45776.4,14.3353,17.9935,17.9935,9.07876e-12,1.54247e-18,3.39343e-18,1,0.0625,5,33712,11237.3,21574,1209.33,3,9.77187,0.0578694,0.493226
21541.8,18.4241,26.6912,26.6912,1.8595e-11,3.27462e-18,7.20416e-18,1,0.0294118,8,71638,11939.7,22938.7,1229,6,9.95934,0.0515298,0.494035
73242.2,12.2582,14.1706,14.1706,5.86737e-12,9.64439e-19,2.12177e-18,1,0.1,5,21070,10535,20211,1163,2,9.72931,0.0526215,0.492889
61035.2,13.0136,15.2278,15.2278,6.73451e-12,1.15395e-18,2.53869e-18,1,0.0833333,4,25284,8428,16252,764.333,3,8.53442,0.315206,0.495289
104632,10.8853,11.7849,11.7849,4.19335e-12,6.7534e-19,1.48575e-18,1,0.142857,3,14749,7374.5,14133,837,2,8.02147,0.455691,0.492619
38548.5,15.1787,19.6394,19.6394,1.06527e-11,1.83105e-18,4.0283e-18,1,0.0526316,4,40033,10008.2,19205,1073.5,4,9.2854,0.133734,0.49354
17438.6,19.769,30.3112,30.3112,2.33102e-11,4.0453e-18,8.89965e-18,1,0.0238095,7,88494,12642,24285.4,1305.71,7,10.2875,0.00827852,0.493999
13563.4,21.493,33.5847,33.5847,2.83473e-11,5.19861e-18,1.14369e-17,1,0.0185185,5,113778,12642,24299.3,1271.11,9,10.0497,0.0600942,0.494399
81380.2,11.8311,13.8013,13.8013,5.5404e-12,8.67104e-19,1.90763e-18,1,0.111111,2,18963,9481.5,18192,1010,2,9.02651,0,0.493777
21541.8,18.4176,26.47,26.47,1.8361e-11,3.27112e-18,7.19645e-18,1,0.0294118,8,71638,11939.7,22958.7,1164.67,6,10.0229,0.0668584,0.494943
15922.2,20.3664,31.0784,31.0784,2.45637e-11,4.42323e-18,9.73111e-18,1,0.0217391,8,96922,10769.1,20715.3,1022.67,9,9.52356,0.0958059,0.495405
104632,10.8855,11.755,11.755,4.1774e-12,6.75367e-19,1.48581e-18,1,0.142857,2,14749,7374.5,14132,839,2,8.45178,0.472236,0.492586
36621.1,15.4446,20.6276,20.6276,1.15667e-11,1.92897e-18,4.24374e-18,1,0.05,8,42140,8428,16157.2,942.8,5,8.48456,0.151903,0.492865
122070,10.3403,10.7986,10.7986,3.58482e-12,5.78899e-19,1.27358e-18,1,0.166667,4,12642,6321,12117,716,2,7.71455,0.694738,0.492558
183105,9.03579,9.03579,9.03579,2.56497e-12,3.86276e-19,8.49806e-19,1,0.25,3,8428,8428,16132,1004,1,9.03579,0,0.49183
20926.3,18.5915,27.8159,27.8159,1.98722e-11,3.36469e-18,7.40233e-18,1,0.0285714,5,73745,10535,20301.4,957.143,7,9.24291,0.0495992,0.495565
10172.5,23.6429,39.542,39.542,3.7983e-11,6.91996e-18,1.52239e-17,1,0.0138889,8,151704,10836,20882,974.571,14,9.29742,0.0810635,0.495778
61035.2,13.0208,15.5422,15.5422,6.94608e-12,1.15588e-18,2.54294e-18,1,0.0833333,7,25284,8428,16174,888,3,8.42448,0.239523,0.493963
40690.1,14.8977,17.4669,17.4669,8.85184e-12,1.73124e-18,3.80872e-18,1,0.0555556,4,37926,9481.5,18250,897.5,4,9.3182,0.426247,0.495182
28170.1,16.8495,23.6618,23.6618,1.48428e-11,2.50474e-18,5.51044e-18,1,0.0384615,9,54782,10956.4,21044.4,1142.4,5,9.63721,0.038794,0.493825
244141,8.21442,8.21442,8.21442,2.11985e-12,2.90222e-19,6.38489e-19,1,0.333333,1,6321,6321,12062,828,1,8.21442,0,0.49038
104632,10.8853,11.6772,11.6772,4.13598e-12,6.7534e-19,1.48575e-18,1,0.142857,3,14749,7374.5,14133,837,2,8.62011,0.515379,0.492619
28170.1,16.8444,23.5339,23.5339,1.47203e-11,2.50244e-18,5.50538e-18,1,0.0384615,6,54782,10956.4,21062,1090,5,9.68746,0.0499429,0.494601
56340.1,13.3734,15.6005,15.6005,7.07912e-12,1.25236e-18,2.75519e-18,1,0.0769231,4,27391,13695.5,26323,1411,2,10.6076,0,0.493816
13079,21.7582,34.4927,34.4927,2.9686e-11,5.39345e-18,1.18656e-17,1,0.0178571,11,117992,11799.2,22664.4,1218.4,10,9.82278,0.0687651,0.494046
17033.1,19.917,30.6918,30.6918,2.38394e-11,4.13684e-18,9.10105e-18,1,0.0232558,10,90601,12943,24914,1236.29,7,10.3215,0,0.494947
