Step,Time (s),C8H20O4SI (mol/cm3),Err,C6H16O4SI (mol/cm3),Err,C4H12O4SI (mol/cm3),Err,C2H8O4SI (mol/cm3),Err,H4O4SI (mol/cm3),Err,C6H16O4SI2 (mol/cm3),Err,C4H12O4SI2 (mol/cm3),Err,C2H8O4SI2 (mol/cm3),Err,H2 (mol/cm3),Err,H2O (mol/cm3),Err,H (mol/cm3),Err,CH4 (mol/cm3),Err,CH3 (mol/cm3),Err,CH2 (mol/cm3),Err,CH (mol/cm3),Err,CO (mol/cm3),Err,C2H (mol/cm3),Err,C2H2 (mol/cm3),Err,C2H3 (mol/cm3),Err,C2H4 (mol/cm3),Err,C2H5OH (mol/cm3),Err,C2H5 (mol/cm3),Err,H2CCCH (mol/cm3),Err,C3H2 (mol/cm3),Err,CH2(S) (mol/cm3),Err,C3H6 (mol/cm3),Err,AC3H5 (mol/cm3),Err,PC3H5 (mol/cm3),Err,N2 (mol/cm3),Err,T (K),Err,Density (mol/cm3),Err,Pressure (Pa),Err
80,0.12,4.10415e-34,0,7.93288e-23,0,2.64824e-18,0,7.41814e-16,0,2.88941e-16,0,3.60728e-25,0,7.63277e-20,0,5.45412e-17,0,1.29017e-12,0,5.50444e-10,0,2.03039e-16,0,7.66388e-22,0,5.16719e-22,0,7.79141e-24,0,3.29367e-23,0,0,0,2.91432e-21,0,1.29028e-12,0,2.70012e-18,0,1.0375e-09,0,9.14815e-19,0,1.14048e-18,0,1.41078e-24,0,2.057e-22,0,6.84708e-26,0,1.53069e-23,0,5.11755e-22,0,1.09909e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
81,0.1215,2.8824e-34,0,5.57146e-23,0,2.09187e-18,0,6.21992e-16,0,2.47014e-16,0,2.36136e-25,0,5.7522e-20,0,4.41255e-17,0,1.30761e-12,0,5.50507e-10,0,2.05772e-16,0,7.94195e-22,0,5.30656e-22,0,7.89679e-24,0,3.29371e-23,0,0,0,3.01561e-21,0,1.30771e-12,0,2.73608e-18,0,1.03748e-09,0,9.19531e-19,0,1.15582e-18,0,1.48236e-24,0,2.12078e-22,0,6.93969e-26,0,1.59143e-23,0,5.25768e-22,0,1.16056e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
82,0.123,2.02435e-34,0,3.91297e-23,0,1.65239e-18,0,5.215e-16,0,2.04281e-16,0,1.54578e-25,0,4.33497e-20,0,3.56979e-17,0,1.32505e-12,0,5.50573e-10,0,2.08506e-16,0,8.22655e-22,0,5.44777e-22,0,8.00216e-24,0,3.2937e-23,0,0,0,3.11873e-21,0,1.32515e-12,0,2.77204e-18,0,1.03747e-09,0,9.24106e-19,0,1.17115e-18,0,1.55658e-24,0,2.18541e-22,0,7.03229e-26,0,1.6537e-23,0,5.3997e-22,0,1.2246e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
83,0.1245,1.42172e-34,0,2.74818e-23,0,1.30524e-18,0,4.37224e-16,0,1.72041e-16,0,1.01188e-25,0,3.26692e-20,0,2.88793e-17,0,1.34249e-12,0,5.50635e-10,0,2.1124e-16,0,8.51773e-22,0,5.59081e-22,0,8.10752e-24,0,3.29364e-23,0,0,0,3.22367e-21,0,1.3426e-12,0,2.808e-18,0,1.03745e-09,0,9.28545e-19,0,1.18649e-18,0,1.63351e-24,0,2.25087e-22,0,7.12488e-26,0,1.71753e-23,0,5.54362e-22,0,1.29127e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
84,0.126,9.98496e-35,0,1.93012e-23,0,1.03102e-18,0,3.66552e-16,0,1.39163e-16,0,6.62389e-26,0,2.46201e-20,0,2.33625e-17,0,1.35993e-12,0,5.50699e-10,0,2.13973e-16,0,8.81558e-22,0,5.73568e-22,0,8.21286e-24,0,3.29356e-23,0,0,0,3.33042e-21,0,1.36004e-12,0,2.84396e-18,0,1.03743e-09,0,9.32851e-19,0,1.20182e-18,0,1.71321e-24,0,2.31718e-22,0,7.21745e-26,0,1.78292e-23,0,5.68944e-22,0,1.36065e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
85,0.1275,7.01257e-35,0,1.35557e-23,0,8.14407e-19,0,3.07292e-16,0,1.21073e-16,0,4.33607e-26,0,1.85542e-20,0,1.88992e-17,0,1.37738e-12,0,5.50756e-10,0,2.16707e-16,0,9.12017e-22,0,5.88238e-22,0,8.3182e-24,0,3.29344e-23,0,0,0,3.43896e-21,0,1.37748e-12,0,2.87991e-18,0,1.03741e-09,0,9.37029e-19,0,1.21715e-18,0,1.79575e-24,0,2.38433e-22,0,7.31002e-26,0,1.84989e-23,0,5.83715e-22,0,1.43282e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
86,0.129,4.92502e-35,0,9.5205e-24,0,6.43305e-19,0,2.57602e-16,0,9.69063e-17,0,2.83844e-26,0,1.39828e-20,0,1.52883e-17,0,1.39482e-12,0,5.50814e-10,0,2.1944e-16,0,9.43156e-22,0,6.03092e-22,0,8.42352e-24,0,3.29331e-23,0,0,0,3.5493e-21,0,1.39493e-12,0,2.91586e-18,0,1.0374e-09,0,9.41082e-19,0,1.23249e-18,0,1.88118e-24,0,2.45231e-22,0,7.40258e-26,0,1.91846e-23,0,5.98677e-22,0,1.50785e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
87,0.1305,3.45891e-35,0,6.68648e-24,0,5.08151e-19,0,2.1594e-16,0,8.12832e-17,0,1.85808e-26,0,1.05377e-20,0,1.2367e-17,0,1.41227e-12,0,5.50868e-10,0,2.22174e-16,0,9.74984e-22,0,6.18129e-22,0,8.52883e-24,0,3.29315e-23,0,0,0,3.6614e-21,0,1.41238e-12,0,2.95182e-18,0,1.03738e-09,0,9.45014e-19,0,1.24782e-18,0,1.96957e-24,0,2.52114e-22,0,7.49513e-26,0,1.98864e-23,0,6.13828e-22,0,1.58581e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
88,0.132,2.42924e-35,0,4.69608e-24,0,4.01391e-19,0,1.8101e-16,0,6.98459e-17,0,1.21632e-26,0,7.94139e-21,0,1.00038e-17,0,1.42972e-12,0,5.50919e-10,0,2.24907e-16,0,1.00751e-21,0,6.33348e-22,0,8.63413e-24,0,3.29298e-23,0,0,0,3.77526e-21,0,1.42983e-12,0,2.98776e-18,0,1.03736e-09,0,9.48828e-19,0,1.26315e-18,0,2.06098e-24,0,2.5908e-22,0,7.58766e-26,0,2.06046e-23,0,6.29169e-22,0,1.66679e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
89,0.1335,1.70608e-35,0,3.29818e-24,0,3.17061e-19,0,1.51725e-16,0,6.12828e-17,0,7.96214e-27,0,5.98478e-21,0,8.09205e-18,0,1.44717e-12,0,5.50969e-10,0,2.2764e-16,0,1.04074e-21,0,6.48751e-22,0,8.73942e-24,0,3.29279e-23,0,0,0,3.89087e-21,0,1.44728e-12,0,3.02371e-18,0,1.03734e-09,0,9.52528e-19,0,1.27848e-18,0,2.15549e-24,0,2.6613e-22,0,7.68019e-26,0,2.13392e-23,0,6.44699e-22,0,1.75086e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
90,0.135,1.19821e-35,0,2.31639e-24,0,2.50448e-19,0,1.27175e-16,0,4.868e-17,0,5.21211e-27,0,4.51024e-21,0,6.54554e-18,0,1.46462e-12,0,5.51016e-10,0,2.30374e-16,0,1.07467e-21,0,6.64337e-22,0,8.84469e-24,0,3.2926e-23,0,0,0,4.0082e-21,0,1.46473e-12,0,3.05966e-18,0,1.03733e-09,0,9.56117e-19,0,1.29381e-18,0,2.25316e-24,0,2.73263e-22,0,7.77271e-26,0,2.20905e-23,0,6.6042e-22,0,1.83809e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
91,0.1365,8.41516e-36,0,1.62686e-24,0,1.9783e-19,0,1.06594e-16,0,4.03216e-17,0,3.4119e-27,0,3.399e-21,0,5.29451e-18,0,1.48207e-12,0,5.51064e-10,0,2.33107e-16,0,1.10933e-21,0,6.80106e-22,0,8.94996e-24,0,3.2924e-23,0,0,0,4.12725e-21,0,1.48218e-12,0,3.09561e-18,0,1.03731e-09,0,9.596e-19,0,1.30914e-18,0,2.35404e-24,0,2.8048e-22,0,7.86521e-26,0,2.28585e-23,0,6.76331e-22,0,1.92858e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
92,0.138,5.91008e-36,0,1.14258e-24,0,1.56267e-19,0,8.93411e-17,0,3.35428e-17,0,2.23347e-27,0,2.56155e-21,0,4.28254e-18,0,1.49952e-12,0,5.51113e-10,0,2.3584e-16,0,1.14471e-21,0,6.96059e-22,0,9.05521e-24,0,3.29219e-23,0,0,0,4.24799e-21,0,1.49964e-12,0,3.13155e-18,0,1.03729e-09,0,9.62977e-19,0,1.32446e-18,0,2.45822e-24,0,2.8778e-22,0,7.95771e-26,0,2.36436e-23,0,6.92431e-22,0,2.0224e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
93,0.1395,4.15072e-36,0,8.02466e-25,0,1.23436e-19,0,7.4879e-17,0,2.71596e-17,0,1.46205e-27,0,1.93043e-21,0,3.46395e-18,0,1.51698e-12,0,5.5116e-10,0,2.38573e-16,0,1.18082e-21,0,7.12194e-22,0,9.16046e-24,0,3.29197e-23,0,0,0,4.37041e-21,0,1.5171e-12,0,3.16749e-18,0,1.03727e-09,0,9.66255e-19,0,1.33979e-18,0,2.56576e-24,0,2.95164e-22,0,8.0502e-26,0,2.44457e-23,0,7.08722e-22,0,2.11963e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
94,0.141,2.91511e-36,0,5.63592e-25,0,9.75025e-20,0,6.27566e-17,0,2.28497e-17,0,9.57077e-28,0,1.45481e-21,0,2.80179e-18,0,1.53444e-12,0,5.51206e-10,0,2.41306e-16,0,1.21767e-21,0,7.28512e-22,0,9.26569e-24,0,3.29176e-23,0,0,0,4.4945e-21,0,1.53455e-12,0,3.20343e-18,0,1.03726e-09,0,9.69434e-19,0,1.35512e-18,0,2.67672e-24,0,3.0263e-22,0,8.14268e-26,0,2.52651e-23,0,7.25203e-22,0,2.22036e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
95,0.1425,2.04732e-36,0,3.95825e-25,0,7.70176e-20,0,5.25956e-17,0,2.02338e-17,0,6.26513e-28,0,1.09637e-21,0,2.26619e-18,0,1.55189e-12,0,5.51253e-10,0,2.4404e-16,0,1.25527e-21,0,7.45013e-22,0,9.37091e-24,0,3.29154e-23,0,0,0,4.62023e-21,0,1.55201e-12,0,3.23937e-18,0,1.03724e-09,0,9.72518e-19,0,1.37044e-18,0,2.79118e-24,0,3.1018e-22,0,8.23515e-26,0,2.61019e-23,0,7.41874e-22,0,2.32467e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
96,0.144,1.43786e-36,0,2.77997e-25,0,6.08365e-20,0,4.40788e-17,0,1.71772e-17,0,4.10123e-28,0,8.26244e-22,0,1.83296e-18,0,1.56935e-12,0,5.51299e-10,0,2.46773e-16,0,1.29362e-21,0,7.61697e-22,0,9.47612e-24,0,3.29131e-23,0,0,0,4.74758e-21,0,1.56948e-12,0,3.27531e-18,0,1.03722e-09,0,9.7551e-19,0,1.38577e-18,0,2.9092e-24,0,3.17813e-22,0,8.3276e-26,0,2.69564e-23,0,7.58735e-22,0,2.43265e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
97,0.1455,1.00983e-36,0,1.95245e-25,0,4.80549e-20,0,3.69405e-17,0,1.40028e-17,0,2.68471e-28,0,6.22672e-22,0,1.48254e-18,0,1.58682e-12,0,5.51343e-10,0,2.49505e-16,0,1.33274e-21,0,7.78565e-22,0,9.58132e-24,0,3.29108e-23,0,0,0,4.87654e-21,0,1.58694e-12,0,3.31125e-18,0,1.0372e-09,0,9.78413e-19,0,1.40109e-18,0,3.03086e-24,0,3.2553e-22,0,8.42005e-26,0,2.78285e-23,0,7.75786e-22,0,2.54438e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
98,0.147,7.09215e-37,0,1.37125e-25,0,3.79587e-20,0,3.09576e-17,0,1.28789e-17,0,1.75744e-28,0,4.69257e-22,0,1.1991e-18,0,1.60428e-12,0,5.51388e-10,0,2.52238e-16,0,1.37262e-21,0,7.95615e-22,0,9.68651e-24,0,3.29086e-23,0,0,0,5.00709e-21,0,1.6044e-12,0,3.34718e-18,0,1.03719e-09,0,9.81229e-19,0,1.41641e-18,0,3.15623e-24,0,3.33329e-22,0,8.51249e-26,0,2.87186e-23,0,7.93028e-22,0,2.65996e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
99,0.1485,4.98091e-37,0,9.63064e-26,0,2.99837e-20,0,2.59432e-17,0,1.1687e-17,0,1.15044e-28,0,3.53641e-22,0,9.6984e-19,0,1.62174e-12,0,5.5143e-10,0,2.54971e-16,0,1.41328e-21,0,8.12848e-22,0,9.79168e-24,0,3.29063e-23,0,0,0,5.1392e-21,0,1.62187e-12,0,3.38312e-18,0,1.03717e-09,0,9.83961e-19,0,1.43173e-18,0,3.28538e-24,0,3.41211e-22,0,8.60492e-26,0,2.96267e-23,0,8.10459e-22,0,2.77946e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
100,0.15,3.49816e-37,0,6.76384e-26,0,2.36842e-20,0,2.17407e-17,0,8.1073e-18,0,7.5309e-29,0,2.6651e-22,0,7.84408e-19,0,1.63921e-12,0,5.51472e-10,0,2.57704e-16,0,1.45472e-21,0,8.30264e-22,0,9.89685e-24,0,3.2904e-23,0,0,0,5.27286e-21,0,1.63934e-12,0,3.41905e-18,0,1.03715e-09,0,9.86612e-19,0,1.44706e-18,0,3.41838e-24,0,3.49176e-22,0,8.69734e-26,0,3.0553e-23,0,8.28081e-22,0,2.90299e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
101,0.158,5.27039e-38,0,1.01914e-26,0,6.71291e-21,0,8.45672e-18,0,3.50628e-18,0,7.75966e-30,0,5.86848e-23,0,2.5235e-19,0,1.73239e-12,0,5.52288e-10,0,2.72278e-16,0,1.68925e-21,0,9.26231e-22,0,1.04575e-23,0,3.28916e-23,0,0,0,6.01087e-21,0,1.73252e-12,0,3.61066e-18,0,1.03706e-09,0,9.99566e-19,0,1.52875e-18,0,4.19568e-24,0,3.93049e-22,0,9.19008e-26,0,3.58064e-23,0,9.25277e-22,0,3.63342e-28,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
102,0.166,7.93142e-39,0,1.53385e-27,0,1.90205e-21,0,3.28802e-18,0,1.61851e-18,0,7.97931e-31,0,1.29149e-23,0,8.11527e-20,0,1.82561e-12,0,5.53019e-10,0,2.86851e-16,0,1.94738e-21,0,1.0274e-21,0,1.10179e-23,0,3.28792e-23,0,0,0,6.78886e-21,0,1.82575e-12,0,3.80223e-18,0,1.03697e-09,0,1.01076e-18,0,1.61043e-18,0,5.09602e-24,0,4.39266e-22,0,9.68254e-26,0,4.16049e-23,0,1.02789e-21,0,4.49523e-28,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
103,0.174,1.19389e-39,0,2.30906e-28,0,5.38961e-22,0,1.27813e-18,0,5.96965e-19,0,8.20885e-32,0,2.84252e-24,0,2.60964e-20,0,1.91887e-12,0,5.53683e-10,0,3.01422e-16,0,2.2302e-21,0,1.13376e-21,0,1.1578e-23,0,3.28669e-23,0,0,0,7.60319e-21,0,1.91902e-12,0,3.99376e-18,0,1.03687e-09,0,1.02043e-18,0,1.69208e-18,0,6.13129e-24,0,4.87816e-22,0,1.01747e-25,0,4.79708e-23,0,1.13594e-21,0,5.50368e-28,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
104,0.182,1.79731e-40,0,3.47642e-29,0,1.52695e-22,0,4.9668e-19,0,9.00827e-20,0,8.4496e-33,0,6.2556e-25,0,8.39e-21,0,2.01217e-12,0,5.54291e-10,0,3.15991e-16,0,2.53882e-21,0,1.24532e-21,0,1.21378e-23,0,3.28545e-23,0,0,0,8.45006e-21,0,2.01233e-12,0,4.18525e-18,0,1.03678e-09,0,1.0288e-18,0,1.77371e-18,0,7.31381e-24,0,5.38687e-22,0,1.06666e-25,0,5.49257e-23,0,1.24942e-21,0,6.67485e-28,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
105,0.19,2.70678e-41,0,5.23605e-30,0,4.32713e-23,0,1.93017e-19,0,1.19072e-19,0,8.7011e-34,0,1.37712e-25,0,2.69785e-21,0,2.10552e-12,0,5.54861e-10,0,3.3056e-16,0,2.87436e-21,0,1.36206e-21,0,1.26972e-23,0,3.28422e-23,0,0,0,9.3256e-21,0,2.10569e-12,0,4.37669e-18,0,1.03669e-09,0,1.03606e-18,0,1.85532e-18,0,8.65659e-24,0,5.91867e-22,0,1.11583e-25,0,6.24916e-23,0,1.36835e-21,0,8.02593e-28,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
106,0.198,4.07132e-42,0,7.87634e-31,0,1.22586e-23,0,7.49948e-20,0,6.12543e-20,0,8.9392e-35,0,3.02983e-26,0,8.67298e-22,0,2.19891e-12,0,5.55394e-10,0,3.45126e-16,0,3.23792e-21,0,1.484e-21,0,1.32563e-23,0,3.28299e-23,0,0,0,1.02259e-20,0,2.19909e-12,0,4.56809e-18,0,1.03659e-09,0,1.04235e-18,0,1.9369e-18,0,1.0173e-23,0,6.47346e-22,0,1.16496e-25,0,7.06892e-23,0,1.49274e-21,0,9.57489e-28,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
107,0.206,6.12045e-43,0,1.18417e-31,0,3.47144e-24,0,2.91288e-20,0,2.92259e-21,0,9.17948e-36,0,6.66277e-27,0,2.78715e-22,0,2.29235e-12,0,5.55893e-10,0,3.59691e-16,0,3.63059e-21,0,1.61111e-21,0,1.38151e-23,0,3.28176e-23,0,0,0,1.11471e-20,0,2.29253e-12,0,4.75945e-18,0,1.0365e-09,0,1.04783e-18,0,2.01847e-18,0,1.18768e-23,0,7.05108e-22,0,1.21407e-25,0,7.95387e-23,0,1.62259e-21,0,1.13405e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
108,0.214,9.22361e-44,0,1.78473e-32,0,9.83785e-25,0,1.13171e-20,0,3.74746e-21,0,9.46631e-37,0,1.46703e-27,0,8.96158e-23,0,2.38583e-12,0,5.56363e-10,0,3.74255e-16,0,4.05348e-21,0,1.7434e-21,0,1.43736e-23,0,3.28053e-23,0,0,0,1.20856e-20,0,2.38601e-12,0,4.95077e-18,0,1.0364e-09,0,1.05259e-18,0,2.1e-18,0,1.37826e-23,0,7.65141e-22,0,1.26315e-25,0,8.90605e-23,0,1.7579e-21,0,1.33428e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
109,0.222,1.39079e-44,0,2.69139e-33,0,2.78932e-25,0,4.3982e-21,0,1.07278e-20,0,9.7651e-38,0,3.23192e-28,0,2.88263e-23,0,2.47935e-12,0,5.56808e-10,0,3.88817e-16,0,4.50771e-21,0,1.88087e-21,0,1.49318e-23,0,3.2793e-23,0,0,0,1.30377e-20,0,2.47954e-12,0,5.14205e-18,0,1.03631e-09,0,1.05675e-18,0,2.18152e-18,0,1.59052e-23,0,8.27432e-22,0,1.31221e-25,0,9.92747e-23,0,1.89871e-21,0,1.56027e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
110,0.23,2.09815e-45,0,4.06066e-34,0,7.90883e-26,0,1.70922e-21,0,5.64165e-22,0,1.00836e-38,0,7.12104e-29,0,9.2724e-24,0,2.57291e-12,0,5.57232e-10,0,4.03378e-16,0,4.99438e-21,0,2.02352e-21,0,1.54897e-23,0,3.27808e-23,0,0,0,1.40002e-20,0,2.57311e-12,0,5.33328e-18,0,1.03622e-09,0,1.06039e-18,0,2.26301e-18,0,1.82598e-23,0,8.91966e-22,0,1.36123e-25,0,1.102e-22,0,2.045e-21,0,1.81417e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
111,0.238,3.16397e-46,0,6.12414e-35,0,2.24236e-26,0,6.64237e-22,0,1.61549e-21,0,1.04032e-39,0,1.56872e-29,0,2.98257e-24,0,2.66651e-12,0,5.57634e-10,0,4.17937e-16,0,5.51458e-21,0,2.17133e-21,0,1.60472e-23,0,3.27686e-23,0,0,0,1.497e-20,0,2.66672e-12,0,5.52447e-18,0,1.03612e-09,0,1.06358e-18,0,2.34448e-18,0,2.08625e-23,0,9.58729e-22,0,1.41023e-25,0,1.21855e-22,0,2.1968e-21,0,2.09826e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
112,0.246,4.77161e-47,0,9.23721e-36,0,6.35575e-27,0,2.58073e-22,0,2.0237e-21,0,1.07413e-40,0,3.45473e-30,0,9.59107e-25,0,2.76016e-12,0,5.58021e-10,0,4.32495e-16,0,6.0694e-21,0,2.3243e-21,0,1.66045e-23,0,3.27563e-23,0,0,0,1.59441e-20,0,2.76037e-12,0,5.71561e-18,0,1.03603e-09,0,1.06639e-18,0,2.42592e-18,0,2.37292e-23,0,1.0277e-21,0,1.4592e-25,0,1.34259e-22,0,2.35411e-21,0,2.4149e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
113,0.254,7.19944e-48,0,1.39399e-36,0,1.80142e-27,0,1.00265e-22,0,9.9802e-24,0,1.11047e-41,0,7.60792e-31,0,3.08411e-25,0,2.85385e-12,0,5.58391e-10,0,4.47051e-16,0,6.65995e-21,0,2.48244e-21,0,1.71614e-23,0,3.27441e-23,0,0,0,1.69203e-20,0,2.85407e-12,0,5.90672e-18,0,1.03594e-09,0,1.06886e-18,0,2.50734e-18,0,2.68769e-23,0,1.09887e-21,0,1.50814e-25,0,1.47429e-22,0,2.51694e-21,0,2.76655e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
114,0.262,1.08917e-48,0,2.10952e-37,0,5.11002e-28,0,3.89727e-23,0,7.14828e-23,0,1.15398e-42,0,1.67734e-31,0,9.92401e-26,0,2.94758e-12,0,5.58741e-10,0,4.61606e-16,0,7.28736e-21,0,2.64574e-21,0,1.7718e-23,0,3.27319e-23,0,0,0,1.78961e-20,0,2.94781e-12,0,6.09778e-18,0,1.03584e-09,0,1.07105e-18,0,2.58874e-18,0,3.03229e-23,0,1.17223e-21,0,1.55705e-25,0,1.61385e-22,0,2.6853e-21,0,3.1558e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
115,0.27,1.6513e-49,0,3.19973e-38,0,1.44962e-28,0,1.51486e-23,0,9.53746e-23,0,1.20715e-43,0,3.69861e-32,0,3.19343e-26,0,3.04136e-12,0,5.59079e-10,0,4.76159e-16,0,7.95271e-21,0,2.81419e-21,0,1.82743e-23,0,3.27197e-23,0,0,0,1.88697e-20,0,3.04159e-12,0,6.2888e-18,0,1.03575e-09,0,1.07299e-18,0,2.67011e-18,0,3.40848e-23,0,1.24774e-21,0,1.60594e-25,0,1.76142e-22,0,2.85921e-21,0,3.58529e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
116,0.278,2.51878e-50,0,4.88443e-39,0,4.118e-29,0,5.89296e-24,0,1.04652e-22,0,1.28291e-44,0,8.17118e-33,0,1.02878e-26,0,3.13518e-12,0,5.59405e-10,0,4.9071e-16,0,8.65713e-21,0,2.9878e-21,0,1.88303e-23,0,3.27075e-23,0,0,0,1.98394e-20,0,3.13542e-12,0,6.47977e-18,0,1.03565e-09,0,1.07472e-18,0,2.75146e-18,0,3.8181e-23,0,1.32541e-21,0,1.6548e-25,0,1.91719e-22,0,3.03868e-21,0,4.05781e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
117,0.286,3.99893e-51,0,7.76481e-40,0,1.18796e-29,0,2.31241e-24,0,1.08239e-22,0,1.46476e-45,0,1.84561e-33,0,3.35586e-27,0,3.22904e-12,0,5.59717e-10,0,5.0526e-16,0,9.40208e-21,0,3.16661e-21,0,1.93859e-23,0,3.26953e-23,0,0,0,2.08039e-20,0,3.22929e-12,0,6.6707e-18,0,1.03556e-09,0,1.07626e-18,0,2.83279e-18,0,4.26334e-23,0,1.40522e-21,0,1.70363e-25,0,2.0814e-22,0,3.22378e-21,0,4.57666e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
118,0.294,6.48666e-52,0,1.2623e-40,0,3.44502e-30,0,9.1009e-25,0,1.09644e-22,0,1.77131e-46,0,4.19999e-34,0,1.09935e-27,0,3.32294e-12,0,5.60024e-10,0,5.19809e-16,0,1.01884e-20,0,3.35056e-21,0,1.99413e-23,0,3.26832e-23,0,0,0,2.1762e-20,0,3.3232e-12,0,6.86159e-18,0,1.03547e-09,0,1.07764e-18,0,2.91409e-18,0,4.74589e-23,0,1.48716e-21,0,1.75243e-25,0,2.25417e-22,0,3.41447e-21,0,5.14454e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
119,0.302,1.09901e-52,0,2.14637e-41,0,1.01147e-30,0,3.607e-25,0,1.10194e-22,0,2.37552e-47,0,9.72863e-35,0,3.63771e-28,0,3.41689e-12,0,5.60317e-10,0,5.34356e-16,0,1.10175e-20,0,3.53968e-21,0,2.04963e-23,0,3.2671e-23,0,0,0,2.27129e-20,0,3.41715e-12,0,7.05243e-18,0,1.03537e-09,0,1.07889e-18,0,2.99537e-18,0,5.26789e-23,0,1.5712e-21,0,1.80121e-25,0,2.43569e-22,0,3.61079e-21,0,5.76477e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
120,0.31,1.99594e-53,0,3.91939e-42,0,3.03369e-31,0,1.44727e-25,0,1.1041e-22,0,3.68606e-48,0,2.32226e-35,0,1.22488e-28,0,3.51088e-12,0,5.606e-10,0,5.48901e-16,0,1.18907e-20,0,3.73399e-21,0,2.1051e-23,0,3.26588e-23,0,0,0,2.36558e-20,0,3.51115e-12,0,7.24323e-18,0,1.03528e-09,0,1.08001e-18,0,3.07663e-18,0,5.83167e-23,0,1.65735e-21,0,1.84996e-25,0,2.6262e-22,0,3.81281e-21,0,6.44099e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
121,0.318,3.813e-54,0,7.54713e-43,0,9.15822e-32,0,5.82921e-26,0,1.10497e-22,0,6.4412e-49,0,5.59379e-36,0,4.14654e-29,0,3.60491e-12,0,5.60874e-10,0,5.63445e-16,0,1.28087e-20,0,3.93342e-21,0,2.16054e-23,0,3.26466e-23,0,0,0,2.45905e-20,0,3.60519e-12,0,7.43399e-18,0,1.03518e-09,0,1.08102e-18,0,3.15786e-18,0,6.43887e-23,0,1.74556e-21,0,1.89868e-25,0,2.82576e-22,0,4.02047e-21,0,7.17596e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
122,0.326,7.8728e-55,0,1.57442e-43,0,2.804e-32,0,2.36737e-26,0,1.10532e-22,0,1.27778e-49,0,1.37416e-36,0,1.42012e-29,0,3.69898e-12,0,5.61141e-10,0,5.77987e-16,0,1.37729e-20,0,4.13801e-21,0,2.21595e-23,0,3.26344e-23,0,0,0,2.55166e-20,0,3.69927e-12,0,7.6247e-18,0,1.03509e-09,0,1.08195e-18,0,3.23907e-18,0,7.09185e-23,0,1.83583e-21,0,1.94737e-25,0,3.03458e-22,0,4.23381e-21,0,7.97346e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
